Document Count,Indexing Duration Micros,Start of Document
4370,10457,the the the the the the the
4371,10760,the the the the the the the
4372,9953,the the the the the the the
4373,10194,the the the the the the the
4374,10137,the the the the the the the
4375,10284,the the the the the the the
4376,10129,the the the the the the the
4377,10106,the the the the the the the
4378,10079,the the the the the the the
4379,10163,the the the the the the the
4380,10061,the the the the the the the
4381,10064,the the the the the the the
4382,10068,the the the the the the the
4383,10326,the the the the the the the
4384,10084,the the the the the the the
4385,10415,the the the the the the the
4386,10682,the the the the the the the
4387,10115,the the the the the the the
4388,10266,the the the the the the the
4389,10495,the the the the the the the
4390,10192,the the the the the the the
4391,10066,the the the the the the the
4392,10173,the the the the the the the
4393,10093,the the the the the the the
4394,10081,the the the the the the the
4395,9981,the the the the the the the
4396,10101,the the the the the the the
4397,10197,the the the the the the the
4398,10061,the the the the the the the
4399,10048,the the the the the the the
4400,9903,the the the the the the the
4401,10033,the the the the the the the
4402,9945,the the the the the the the
4403,9931,the the the the the the the
4404,9948,the the the the the the the
4405,10108,the the the the the the the
4406,9979,the the the the the the the
4407,10088,the the the the the the the
4408,10072,the the the the the the the
4409,10046,the the the the the the the
4410,10128,the the the the the the the
4411,10039,the the the the the the the
4412,9965,the the the the the the the
4413,10245,the the the the the the the
4414,10072,the the the the the the the
4415,9998,the the the the the the the
4416,10049,the the the the the the the
4417,10065,the the the the the the the
4418,9939,the the the the the the the
4419,9930,the the the the the the the
4420,10074,the the the the the the the
4421,10119,the the the the the the the
4422,10037,the the the the the the the
4423,10078,the the the the the the the
4424,9904,the the the the the the the
4425,10082,the the the the the the the
4426,10095,the the the the the the the
4427,9952,the the the the the the the
4428,9996,the the the the the the the
4429,10140,the the the the the the the
4430,10062,the the the the the the the
4431,10053,the the the the the the the
4432,9906,the the the the the the the
4433,10161,the the the the the the the
4434,10101,the the the the the the the
4435,10015,the the the the the the the
4436,10103,the the the the the the the
4437,10155,the the the the the the the
4438,10199,the the the the the the the
4439,10184,the the the the the the the
4440,10092,the the the the the the the
4441,10113,the the the the the the the
4442,10065,the the the the the the the
4443,10192,the the the the the the the
4444,9983,the the the the the the the
4445,10371,the the the the the the the
4446,10051,the the the the the the the
4447,9905,the the the the the the the
4448,10433,the the the the the the the
4449,10211,the the the the the the the
4450,10219,the the the the the the the
4451,10043,the the the the the the the
4452,9976,the the the the the the the
4453,10129,the the the the the the the
4454,10095,the the the the the the the
4455,10143,the the the the the the the
4456,9954,the the the the the the the
4457,10110,the the the the the the the
4458,10071,the the the the the the the
4459,9922,the the the the the the the
4460,9983,the the the the the the the
4461,10018,the the the the the the the
4462,10010,the the the the the the the
4463,9972,the the the the the the the
4464,9878,the the the the the the the
4465,10438,the the the the the the the
4466,10074,the the the the the the the
4467,9931,the the the the the the the
4468,9982,the the the the the the the
4469,10718,the the the the the the the
4470,10527,the the the the the the the
4471,10403,the the the the the the the
4472,10124,the the the the the the the
4473,10266,the the the the the the the
4474,10373,the the the the the the the
4475,10059,the the the the the the the
4476,10908,the the the the the the the
4477,10289,the the the the the the the
4478,11108,the the the the the the the
4479,10770,the the the the the the the
4480,10410,the the the the the the the
4481,10803,the the the the the the the
4482,10088,the the the the the the the
4483,10391,the the the the the the the
4484,10241,the the the the the the the
4485,10205,the the the the the the the
4486,10101,the the the the the the the
4487,10362,the the the the the the the
4488,10165,the the the the the the the
4489,10217,the the the the the the the
4490,10321,the the the the the the the
4491,10256,the the the the the the the
4492,10381,the the the the the the the
4493,10215,the the the the the the the
4494,10513,the the the the the the the
4495,10784,the the the the the the the
4496,10389,the the the the the the the
4497,10383,the the the the the the the
4498,10287,the the the the the the the
4499,10177,the the the the the the the
4500,11056,the the the the the the the
4501,10314,the the the the the the the
4502,10186,the the the the the the the
4503,10144,the the the the the the the
4504,10259,the the the the the the the
4505,10199,the the the the the the the
4506,10102,the the the the the the the
4507,10214,the the the the the the the
4508,10350,the the the the the the the
4509,10751,the the the the the the the
4510,10446,the the the the the the the
4511,10816,the the the the the the the
4512,10945,the the the the the the the
4513,10740,the the the the the the the
4514,10518,the the the the the the the
4515,10227,the the the the the the the
4516,11098,the the the the the the the
4517,10612,the the the the the the the
4518,10896,the the the the the the the
4519,11529,the the the the the the the
4520,10430,the the the the the the the
4521,10520,the the the the the the the
4522,11212,the the the the the the the
4523,10198,the the the the the the the
4524,10384,the the the the the the the
4525,10355,the the the the the the the
4526,11282,the the the the the the the
4527,11155,the the the the the the the
4528,10255,the the the the the the the
4529,10357,the the the the the the the
4530,10423,the the the the the the the
4531,11292,the the the the the the the
4532,10615,the the the the the the the
4533,10099,the the the the the the the
4534,10646,the the the the the the the
4535,10642,the the the the the the the
4536,10493,the the the the the the the
4537,10898,the the the the the the the
4538,11454,the the the the the the the
4539,10197,the the the the the the the
4540,10313,the the the the the the the
4541,10134,the the the the the the the
4542,10418,the the the the the the the
4543,10252,the the the the the the the
4544,10428,the the the the the the the
4545,10161,the the the the the the the
4546,10339,the the the the the the the
4547,10723,the the the the the the the
4548,10232,the the the the the the the
4549,10375,the the the the the the the
4550,11095,the the the the the the the
4551,10187,the the the the the the the
4552,10655,the the the the the the the
4553,10512,the the the the the the the
4554,10670,the the the the the the the
4555,10412,the the the the the the the
4556,10841,the the the the the the the
4557,10444,the the the the the the the
4558,11094,the the the the the the the
4559,10195,the the the the the the the
4560,10152,the the the the the the the
4561,10198,the the the the the the the
4562,10165,the the the the the the the
4563,10083,the the the the the the the
4564,10861,the the the the the the the
4565,10114,the the the the the the the
4566,10214,the the the the the the the
4567,10142,the the the the the the the
4568,10516,the the the the the the the
4569,10276,the the the the the the the
4570,10315,the the the the the the the
4571,10945,the the the the the the the
4572,10346,the the the the the the the
4573,10167,the the the the the the the
4574,10259,the the the the the the the
4575,10460,the the the the the the the
4576,10915,the the the the the the the
4577,10494,the the the the the the the
4578,10308,the the the the the the the
4579,10409,the the the the the the the
4580,10158,the the the the the the the
4581,10095,the the the the the the the
4582,11344,the the the the the the the
4583,10118,the the the the the the the
4584,10501,the the the the the the the
4585,11092,the the the the the the the
4586,11119,the the the the the the the
4587,10813,the the the the the the the
4588,10390,the the the the the the the
4589,10587,the the the the the the the
4590,10810,the the the the the the the
4591,10237,the the the the the the the
4592,10346,the the the the the the the
4593,10185,the the the the the the the
4594,10331,the the the the the the the
4595,10077,the the the the the the the
4596,10550,the the the the the the the
4597,10072,the the the the the the the
4598,10091,the the the the the the the
4599,10051,the the the the the the the
4600,10621,the the the the the the the
4601,10140,the the the the the the the
4602,10266,the the the the the the the
4603,10034,the the the the the the the
4604,10366,the the the the the the the
4605,10125,the the the the the the the
4606,10266,the the the the the the the
4607,10210,the the the the the the the
4608,10309,the the the the the the the
4609,10210,the the the the the the the
4610,10201,the the the the the the the
4611,10117,the the the the the the the
4612,10167,the the the the the the the
4613,10099,the the the the the the the
4614,10276,the the the the the the the
4615,10393,the the the the the the the
4616,10417,the the the the the the the
4617,10165,the the the the the the the
4618,10170,the the the the the the the
4619,10139,the the the the the the the
4620,10556,the the the the the the the
4621,10111,the the the the the the the
4622,10191,the the the the the the the
4623,10135,the the the the the the the
4624,10406,the the the the the the the
4625,10393,the the the the the the the
4626,10136,the the the the the the the
4627,10246,the the the the the the the
4628,10557,the the the the the the the
4629,10248,the the the the the the the
4630,10008,the the the the the the the
4631,9955,the the the the the the the
4632,10065,the the the the the the the
4633,9872,the the the the the the the
4634,9977,the the the the the the the
4635,10209,the the the the the the the
4636,10093,the the the the the the the
4637,9993,the the the the the the the
4638,10023,the the the the the the the
4639,10349,the the the the the the the
4640,10421,the the the the the the the
4641,10072,the the the the the the the
4642,10179,the the the the the the the
4643,10093,the the the the the the the
4644,10473,the the the the the the the
4645,10195,the the the the the the the
4646,10139,the the the the the the the
4647,10165,the the the the the the the
4648,10302,the the the the the the the
4649,10132,the the the the the the the
4650,10159,the the the the the the the
4651,10179,the the the the the the the
4652,10173,the the the the the the the
4653,10098,the the the the the the the
4654,10148,the the the the the the the
4655,10236,the the the the the the the
4656,10125,the the the the the the the
4657,9919,the the the the the the the
4658,9999,the the the the the the the
4659,10118,the the the the the the the
4660,10166,the the the the the the the
4661,10021,the the the the the the the
4662,10431,the the the the the the the
4663,10071,the the the the the the the
4664,10493,the the the the the the the
4665,10059,the the the the the the the
4666,10302,the the the the the the the
4667,10039,the the the the the the the
4668,10147,the the the the the the the
4669,10137,the the the the the the the
4670,10171,the the the the the the the
4671,10113,the the the the the the the
4672,10215,the the the the the the the
4673,10068,the the the the the the the
4674,10361,the the the the the the the
4675,10695,the the the the the the the
4676,10545,the the the the the the the
4677,10052,the the the the the the the
4678,10174,the the the the the the the
4679,10087,the the the the the the the
4680,10338,the the the the the the the
4681,10097,the the the the the the the
4682,9970,the the the the the the the
4683,10091,the the the the the the the
4684,10382,the the the the the the the
4685,10062,the the the the the the the
4686,10139,the the the the the the the
4687,10158,the the the the the the the
4688,10451,the the the the the the the
4689,10105,the the the the the the the
4690,10153,the the the the the the the
4691,10165,the the the the the the the
4692,10323,the the the the the the the
4693,10391,the the the the the the the
4694,10718,the the the the the the the
4695,10094,the the the the the the the
4696,9960,the the the the the the the
4697,10811,the the the the the the the
4698,9943,the the the the the the the
4699,10320,the the the the the the the
4700,10056,the the the the the the the
4701,10921,the the the the the the the
4702,10213,the the the the the the the
4703,10361,the the the the the the the
4704,10059,the the the the the the the
4705,10619,the the the the the the the
4706,10073,the the the the the the the
4707,10218,the the the the the the the
4708,10006,the the the the the the the
4709,10833,the the the the the the the
4710,10119,the the the the the the the
4711,10217,the the the the the the the
4712,10149,the the the the the the the
4713,10915,the the the the the the the
4714,10027,the the the the the the the
4715,10381,the the the the the the the
4716,10093,the the the the the the the
4717,10650,the the the the the the the
4718,9958,the the the the the the the
4719,10301,the the the the the the the
4720,10260,the the the the the the the
4721,11042,the the the the the the the
4722,10216,the the the the the the the
4723,10613,the the the the the the the
4724,10275,the the the the the the the
4725,10573,the the the the the the the
4726,10346,the the the the the the the
4727,10243,the the the the the the the
4728,10059,the the the the the the the
4729,10715,the the the the the the the
4730,10006,the the the the the the the
4731,10301,the the the the the the the
4732,10034,the the the the the the the
4733,10840,the the the the the the the
4734,10062,the the the the the the the
4735,10234,the the the the the the the
4736,10150,the the the the the the the
4737,10759,the the the the the the the
4738,10047,the the the the the the the
4739,10374,the the the the the the the
4740,10110,the the the the the the the
4741,10719,the the the the the the the
4742,9913,the the the the the the the
4743,10351,the the the the the the the
4744,10066,the the the the the the the
4745,10738,the the the the the the the
4746,9921,the the the the the the the
4747,10548,the the the the the the the
4748,10321,the the the the the the the
4749,10777,the the the the the the the
4750,10124,the the the the the the the
4751,10397,the the the the the the the
4752,10537,the the the the the the the
4753,10344,the the the the the the the
4754,10988,the the the the the the the
4755,10334,the the the the the the the
4756,10395,the the the the the the the
4757,10244,the the the the the the the
4758,10074,the the the the the the the
4759,11450,the the the the the the the
4760,10920,the the the the the the the
4761,10369,the the the the the the the
4762,10190,the the the the the the the
4763,10051,the the the the the the the
4764,10306,the the the the the the the
4765,10018,the the the the the the the
4766,10177,the the the the the the the
4767,9942,the the the the the the the
4768,10342,the the the the the the the
4769,10087,the the the the the the the
4770,10543,the the the the the the the
4771,11156,the the the the the the the
4772,10167,the the the the the the the
4773,10812,the the the the the the the
4774,10526,the the the the the the the
4775,10622,the the the the the the the
4776,11072,the the the the the the the
4777,10159,the the the the the the the
4778,10205,the the the the the the the
4779,10123,the the the the the the the
4780,10386,the the the the the the the
4781,10411,the the the the the the the
4782,10387,the the the the the the the
4783,10312,the the the the the the the
4784,10354,the the the the the the the
4785,10408,the the the the the the the
4786,10613,the the the the the the the
4787,10331,the the the the the the the
4788,10339,the the the the the the the
4789,10349,the the the the the the the
4790,11156,the the the the the the the
4791,10318,the the the the the the the
4792,10903,the the the the the the the
4793,10583,the the the the the the the
4794,10897,the the the the the the the
4795,10101,the the the the the the the
4796,10919,the the the the the the the
4797,10324,the the the the the the the
4798,10352,the the the the the the the
4799,10581,the the the the the the the
4800,10193,the the the the the the the
4801,10347,the the the the the the the
4802,11073,the the the the the the the
4803,10195,the the the the the the the
4804,10347,the the the the the the the
4805,10329,the the the the the the the
4806,10623,the the the the the the the
4807,10221,the the the the the the the
4808,11101,the the the the the the the
4809,10293,the the the the the the the
4810,10326,the the the the the the the
4811,10264,the the the the the the the
4812,10474,the the the the the the the
4813,10347,the the the the the the the
4814,10733,the the the the the the the
4815,10298,the the the the the the the
4816,10273,the the the the the the the
4817,10326,the the the the the the the
4818,10490,the the the the the the the
4819,10888,the the the the the the the
4820,10411,the the the the the the the
4821,10235,the the the the the the the
4822,10411,the the the the the the the
4823,10680,the the the the the the the
4824,10507,the the the the the the the
4825,10740,the the the the the the the
4826,10228,the the the the the the the
4827,10252,the the the the the the the
4828,10271,the the the the the the the
4829,10557,the the the the the the the
4830,10072,the the the the the the the
4831,10603,the the the the the the the
4832,10156,the the the the the the the
4833,10167,the the the the the the the
4834,10180,the the the the the the the
4835,10816,the the the the the the the
4836,11030,the the the the the the the
4837,10325,the the the the the the the
4838,10985,the the the the the the the
4839,10141,the the the the the the the
4840,10447,the the the the the the the
4841,10499,the the the the the the the
4842,10336,the the the the the the the
4843,10998,the the the the the the the
4844,10136,the the the the the the the
4845,10398,the the the the the the the
4846,10860,the the the the the the the
4847,10688,the the the the the the the
4848,10224,the the the the the the the
4849,10413,the the the the the the the
4850,10297,the the the the the the the
4851,10174,the the the the the the the
4852,10915,the the the the the the the
4853,10535,the the the the the the the
4854,10235,the the the the the the the
4855,9954,the the the the the the the
4856,10281,the the the the the the the
4857,10381,the the the the the the the
4858,10115,the the the the the the the
4859,10806,the the the the the the the
4860,10240,the the the the the the the
4861,10299,the the the the the the the
4862,10841,the the the the the the the
4863,10350,the the the the the the the
4864,10237,the the the the the the the
4865,10628,the the the the the the the
4866,10225,the the the the the the the
4867,10249,the the the the the the the
4868,11113,the the the the the the the
4869,10237,the the the the the the the
4870,11027,the the the the the the the
4871,10265,the the the the the the the
4872,10592,the the the the the the the
4873,10494,the the the the the the the
4874,10303,the the the the the the the
4875,10557,the the the the the the the
4876,10852,the the the the the the the
4877,10898,the the the the the the the
4878,10159,the the the the the the the
4879,10320,the the the the the the the
4880,10135,the the the the the the the
4881,10913,the the the the the the the
4882,10322,the the the the the the the
4883,10117,the the the the the the the
4884,10107,the the the the the the the
4885,10060,the the the the the the the
4886,10165,the the the the the the the
4887,9932,the the the the the the the
4888,10057,the the the the the the the
4889,9941,the the the the the the the
4890,9972,the the the the the the the
4891,10033,the the the the the the the
4892,10119,the the the the the the the
4893,10026,the the the the the the the
4894,10254,the the the the the the the
4895,10142,the the the the the the the
4896,10220,the the the the the the the
4897,10033,the the the the the the the
4898,10143,the the the the the the the
4899,10060,the the the the the the the
4900,10021,the the the the the the the
4901,10377,the the the the the the the
4902,9978,the the the the the the the
4903,10133,the the the the the the the
4904,10056,the the the the the the the
4905,10075,the the the the the the the
4906,10006,the the the the the the the
4907,10233,the the the the the the the
4908,10108,the the the the the the the
4909,10259,the the the the the the the
4910,10645,the the the the the the the
4911,10159,the the the the the the the
4912,10058,the the the the the the the
4913,10060,the the the the the the the
4914,10112,the the the the the the the
4915,10149,the the the the the the the
4916,10288,the the the the the the the
4917,10057,the the the the the the the
4918,10142,the the the the the the the
4919,10006,the the the the the the the
4920,10022,the the the the the the the
4921,10057,the the the the the the the
4922,10014,the the the the the the the
4923,10073,the the the the the the the
4924,10079,the the the the the the the
4925,9995,the the the the the the the
4926,10133,the the the the the the the
4927,10299,the the the the the the the
4928,10913,the the the the the the the
4929,10611,the the the the the the the
4930,10399,the the the the the the the
4931,10115,the the the the the the the
4932,10263,the the the the the the the
4933,10180,the the the the the the the
4934,10276,the the the the the the the
4935,10223,the the the the the the the
4936,10119,the the the the the the the
4937,10259,the the the the the the the
4938,10804,the the the the the the the
4939,9943,the the the the the the the
4940,10329,the the the the the the the
4941,10090,the the the the the the the
4942,10542,the the the the the the the
4943,10062,the the the the the the the
4944,10132,the the the the the the the
4945,10168,the the the the the the the
4946,10263,the the the the the the the
4947,10036,the the the the the the the
4948,10185,the the the the the the the
4949,10090,the the the the the the the
4950,10292,the the the the the the the
4951,10175,the the the the the the the
4952,10337,the the the the the the the
4953,10049,the the the the the the the
4954,10252,the the the the the the the
4955,10133,the the the the the the the
4956,10093,the the the the the the the
4957,10136,the the the the the the the
4958,10569,the the the the the the the
4959,10158,the the the the the the the
4960,10216,the the the the the the the
4961,10034,the the the the the the the
4962,10487,the the the the the the the
4963,10709,the the the the the the the
4964,10085,the the the the the the the
4965,10475,the the the the the the the
4966,10151,the the the the the the the
4967,10245,the the the the the the the
4968,10057,the the the the the the the
4969,10346,the the the the the the the
4970,10368,the the the the the the the
4971,10249,the the the the the the the
4972,10097,the the the the the the the
4973,10312,the the the the the the the
4974,10536,the the the the the the the
4975,10306,the the the the the the the
4976,10857,the the the the the the the
4977,10133,the the the the the the the
4978,10089,the the the the the the the
4979,10358,the the the the the the the
4980,10274,the the the the the the the
4981,10121,the the the the the the the
4982,10558,the the the the the the the
4983,10155,the the the the the the the
4984,10142,the the the the the the the
4985,10043,the the the the the the the
4986,10307,the the the the the the the
4987,9944,the the the the the the the
4988,10071,the the the the the the the
4989,9909,the the the the the the the
4990,10114,the the the the the the the
4991,9941,the the the the the the the
4992,10127,the the the the the the the
4993,10135,the the the the the the the
4994,10307,the the the the the the the
4995,10109,the the the the the the the
4996,10076,the the the the the the the
4997,10067,the the the the the the the
4998,10286,the the the the the the the
4999,10090,the the the the the the the
5000,10324,the the the the the the the
5001,10030,the the the the the the the
5002,10642,the the the the the the the
5003,10057,the the the the the the the
5004,10111,the the the the the the the
5005,10024,the the the the the the the
5006,10285,the the the the the the the
5007,10196,the the the the the the the
5008,10401,the the the the the the the
5009,10321,the the the the the the the
5010,10264,the the the the the the the
5011,10153,the the the the the the the
5012,10313,the the the the the the the
5013,10309,the the the the the the the
5014,10335,the the the the the the the
5015,10847,the the the the the the the
5016,10499,the the the the the the the
5017,10270,the the the the the the the
5018,9969,the the the the the the the
5019,10422,the the the the the the the
5020,10638,the the the the the the the
5021,10214,the the the the the the the
5022,11209,the the the the the the the
5023,10765,the the the the the the the
5024,10093,the the the the the the the
5025,10209,the the the the the the the
5026,10435,the the the the the the the
5027,10126,the the the the the the the
5028,10192,the the the the the the the
5029,10293,the the the the the the the
5030,10553,the the the the the the the
5031,10156,the the the the the the the
5032,10035,the the the the the the the
5033,9990,the the the the the the the
5034,10607,the the the the the the the
5035,9969,the the the the the the the
5036,10099,the the the the the the the
5037,10730,the the the the the the the
5038,10360,the the the the the the the
5039,10296,the the the the the the the
5040,10189,the the the the the the the
5041,10182,the the the the the the the
5042,10192,the the the the the the the
5043,10299,the the the the the the the
5044,10247,the the the the the the the
5045,10113,the the the the the the the
5046,10401,the the the the the the the
5047,10417,the the the the the the the
5048,10742,the the the the the the the
5049,10274,the the the the the the the
5050,10702,the the the the the the the
5051,11043,the the the the the the the
5052,10209,the the the the the the the
5053,10596,the the the the the the the
5054,10428,the the the the the the the
5055,10122,the the the the the the the
5056,9972,the the the the the the the
5057,10199,the the the the the the the
5058,10734,the the the the the the the
5059,10117,the the the the the the the
5060,10121,the the the the the the the
5061,10059,the the the the the the the
5062,10142,the the the the the the the
5063,10082,the the the the the the the
5064,9905,the the the the the the the
5065,10320,the the the the the the the
5066,10374,the the the the the the the
5067,10696,the the the the the the the
5068,10142,the the the the the the the
5069,10561,the the the the the the the
5070,10759,the the the the the the the
5071,10589,the the the the the the the
5072,10766,the the the the the the the
5073,10086,the the the the the the the
5074,10475,the the the the the the the
5075,10071,the the the the the the the
5076,10679,the the the the the the the
5077,10265,the the the the the the the
5078,10181,the the the the the the the
5079,10079,the the the the the the the
5080,9958,the the the the the the the
5081,10196,the the the the the the the
5082,10206,the the the the the the the
5083,10714,the the the the the the the
5084,10650,the the the the the the the
5085,10147,the the the the the the the
5086,9952,the the the the the the the
5087,10171,the the the the the the the
5088,9922,the the the the the the the
5089,9993,the the the the the the the
5090,9906,the the the the the the the
5091,9945,the the the the the the the
5092,10294,the the the the the the the
5093,10166,the the the the the the the
5094,10596,the the the the the the the
5095,10168,the the the the the the the
5096,11145,the the the the the the the
5097,11592,the the the the the the the
5098,10077,the the the the the the the
5099,9958,the the the the the the the
5100,10072,the the the the the the the
5101,10807,the the the the the the the
5102,10977,the the the the the the the
5103,10680,the the the the the the the
5104,10341,the the the the the the the
5105,11961,the the the the the the the
5106,10330,the the the the the the the
5107,10657,the the the the the the the
5108,10543,the the the the the the the
5109,10159,the the the the the the the
5110,10182,the the the the the the the
5111,10113,the the the the the the the
5112,10113,the the the the the the the
5113,10536,the the the the the the the
5114,10647,the the the the the the the
5115,10095,the the the the the the the
5116,10127,the the the the the the the
5117,10065,the the the the the the the
5118,10470,the the the the the the the
5119,10126,the the the the the the the
5120,10166,the the the the the the the
5121,10119,the the the the the the the
5122,10199,the the the the the the the
5123,9969,the the the the the the the
5124,10487,the the the the the the the
5125,11051,the the the the the the the
5126,10284,the the the the the the the
5127,10250,the the the the the the the
5128,10327,the the the the the the the
5129,10157,the the the the the the the
5130,10053,the the the the the the the
5131,10076,the the the the the the the
5132,10138,the the the the the the the
5133,10330,the the the the the the the
5134,10032,the the the the the the the
5135,10336,the the the the the the the
5136,10031,the the the the the the the
5137,10087,the the the the the the the
5138,10043,the the the the the the the
5139,10076,the the the the the the the
5140,9927,the the the the the the the
5141,10128,the the the the the the the
5142,9995,the the the the the the the
5143,10514,the the the the the the the
5144,10068,the the the the the the the
5145,10272,the the the the the the the
5146,10214,the the the the the the the
5147,10602,the the the the the the the
5148,10102,the the the the the the the
5149,10195,the the the the the the the
5150,10595,the the the the the the the
5151,10068,the the the the the the the
5152,10132,the the the the the the the
5153,10129,the the the the the the the
5154,10356,the the the the the the the
5155,10089,the the the the the the the
5156,10158,the the the the the the the
5157,10117,the the the the the the the
5158,10455,the the the the the the the
5159,10229,the the the the the the the
5160,10242,the the the the the the the
5161,10283,the the the the the the the
5162,10443,the the the the the the the
5163,10202,the the the the the the the
5164,10412,the the the the the the the
5165,10146,the the the the the the the
5166,10252,the the the the the the the
5167,10316,the the the the the the the
5168,10032,the the the the the the the
5169,10068,the the the the the the the
5170,10216,the the the the the the the
5171,10030,the the the the the the the
5172,9969,the the the the the the the
5173,10144,the the the the the the the
5174,11190,the the the the the the the
5175,10795,the the the the the the the
5176,10740,the the the the the the the
5177,10117,the the the the the the the
5178,10106,the the the the the the the
5179,10026,the the the the the the the
5180,10252,the the the the the the the
5181,10130,the the the the the the the
5182,10356,the the the the the the the
5183,10804,the the the the the the the
5184,10144,the the the the the the the
5185,10204,the the the the the the the
5186,10916,the the the the the the the
5187,10043,the the the the the the the
5188,10307,the the the the the the the
5189,10391,the the the the the the the
5190,10421,the the the the the the the
5191,9984,the the the the the the the
5192,10225,the the the the the the the
5193,10329,the the the the the the the
5194,10671,the the the the the the the
5195,10175,the the the the the the the
5196,10052,the the the the the the the
5197,10191,the the the the the the the
5198,10757,the the the the the the the
5199,11366,the the the the the the the
5200,10221,the the the the the the the
5201,10343,the the the the the the the
5202,10759,the the the the the the the
5203,10152,the the the the the the the
5204,10491,the the the the the the the
5205,10219,the the the the the the the
5206,10210,the the the the the the the
5207,10944,the the the the the the the
5208,10470,the the the the the the the
5209,10131,the the the the the the the
5210,10455,the the the the the the the
5211,10262,the the the the the the the
5212,10214,the the the the the the the
5213,10375,the the the the the the the
5214,10621,the the the the the the the
5215,10983,the the the the the the the
5216,10098,the the the the the the the
5217,10243,the the the the the the the
5218,10426,the the the the the the the
5219,10743,the the the the the the the
5220,10710,the the the the the the the
5221,10169,the the the the the the the
5222,10104,the the the the the the the
5223,10134,the the the the the the the
5224,10013,the the the the the the the
5225,10074,the the the the the the the
5226,9904,the the the the the the the
5227,10240,the the the the the the the
5228,10223,the the the the the the the
5229,10134,the the the the the the the
5230,10068,the the the the the the the
5231,9990,the the the the the the the
5232,9949,the the the the the the the
5233,10134,the the the the the the the
5234,11058,the the the the the the the
5235,10194,the the the the the the the
5236,10372,the the the the the the the
5237,10348,the the the the the the the
5238,10026,the the the the the the the
5239,10020,the the the the the the the
5240,9959,the the the the the the the
5241,10117,the the the the the the the
5242,10396,the the the the the the the
5243,10250,the the the the the the the
5244,9980,the the the the the the the
5245,10279,the the the the the the the
5246,10134,the the the the the the the
5247,10533,the the the the the the the
5248,9991,the the the the the the the
5249,10450,the the the the the the the
5250,9925,the the the the the the the
5251,10331,the the the the the the the
5252,10390,the the the the the the the
5253,10491,the the the the the the the
5254,10271,the the the the the the the
5255,10163,the the the the the the the
5256,9934,the the the the the the the
5257,10182,the the the the the the the
5258,10064,the the the the the the the
5259,9996,the the the the the the the
5260,10028,the the the the the the the
5261,10141,the the the the the the the
5262,10097,the the the the the the the
5263,10068,the the the the the the the
5264,10057,the the the the the the the
5265,10686,the the the the the the the
5266,10074,the the the the the the the
5267,11237,the the the the the the the
5268,10148,the the the the the the the
5269,10473,the the the the the the the
5270,10106,the the the the the the the
5271,10653,the the the the the the the
5272,9869,the the the the the the the
5273,10305,the the the the the the the
5274,10106,the the the the the the the
5275,10331,the the the the the the the
5276,10029,the the the the the the the
5277,10259,the the the the the the the
5278,10046,the the the the the the the
5279,10819,the the the the the the the
5280,10025,the the the the the the the
5281,10241,the the the the the the the
5282,10166,the the the the the the the
5283,10537,the the the the the the the
5284,9910,the the the the the the the
5285,10226,the the the the the the the
5286,9961,the the the the the the the
5287,10458,the the the the the the the
5288,10058,the the the the the the the
5289,10248,the the the the the the the
5290,10031,the the the the the the the
5291,10902,the the the the the the the
5292,10038,the the the the the the the
5293,10262,the the the the the the the
5294,10247,the the the the the the the
5295,10406,the the the the the the the
5296,9949,the the the the the the the
5297,10197,the the the the the the the
5298,9944,the the the the the the the
5299,10386,the the the the the the the
5300,10120,the the the the the the the
5301,10260,the the the the the the the
5302,10061,the the the the the the the
5303,10386,the the the the the the the
5304,10044,the the the the the the the
5305,10761,the the the the the the the
5306,10036,the the the the the the the
5307,10394,the the the the the the the
5308,10006,the the the the the the the
5309,10356,the the the the the the the
5310,10081,the the the the the the the
5311,10321,the the the the the the the
5312,10804,the the the the the the the
5313,11231,the the the the the the the
5314,10377,the the the the the the the
5315,9959,the the the the the the the
5316,10099,the the the the the the the
5317,10121,the the the the the the the
5318,10524,the the the the the the the
5319,10090,the the the the the the the
5320,10070,the the the the the the the
5321,10200,the the the the the the the
5322,10053,the the the the the the the
5323,10044,the the the the the the the
5324,10000,the the the the the the the
5325,10542,the the the the the the the
5326,10037,the the the the the the the
5327,10056,the the the the the the the
5328,10161,the the the the the the the
5329,9995,the the the the the the the
5330,10517,the the the the the the the
5331,9984,the the the the the the the
5332,10003,the the the the the the the
5333,10100,the the the the the the the
5334,9990,the the the the the the the
5335,10033,the the the the the the the
5336,9989,the the the the the the the
5337,10109,the the the the the the the
5338,10071,the the the the the the the
5339,10321,the the the the the the the
5340,10221,the the the the the the the
5341,10334,the the the the the the the
5342,10052,the the the the the the the
5343,10952,the the the the the the the
5344,10019,the the the the the the the
5345,10907,the the the the the the the
5346,10010,the the the the the the the
5347,10574,the the the the the the the
5348,10083,the the the the the the the
5349,10312,the the the the the the the
5350,10098,the the the the the the the
5351,11231,the the the the the the the
5352,10051,the the the the the the the
5353,10183,the the the the the the the
5354,10066,the the the the the the the
5355,11433,the the the the the the the
5356,10061,the the the the the the the
5357,11356,the the the the the the the
5358,9962,the the the the the the the
5359,10318,the the the the the the the
5360,9993,the the the the the the the
5361,10325,the the the the the the the
5362,10045,the the the the the the the
5363,10458,the the the the the the the
5364,10017,the the the the the the the
5365,10193,the the the the the the the
5366,10112,the the the the the the the
5367,10408,the the the the the the the
