Document Count,Indexing Duration Micros,Start of Document
2278,9954,the the the the the the the
2279,10279,the the the the the the the
2280,10138,the the the the the the the
2281,10092,the the the the the the the
2282,10007,the the the the the the the
2283,10158,the the the the the the the
2284,9995,the the the the the the the
2285,10082,the the the the the the the
2286,10435,the the the the the the the
2287,10168,the the the the the the the
2288,10153,the the the the the the the
2289,10073,the the the the the the the
2290,10075,the the the the the the the
2291,10040,the the the the the the the
2292,10186,the the the the the the the
2293,10006,the the the the the the the
2294,10080,the the the the the the the
2295,10064,the the the the the the the
2296,10319,the the the the the the the
2297,10576,the the the the the the the
2298,10410,the the the the the the the
2299,10048,the the the the the the the
2300,10048,the the the the the the the
2301,10066,the the the the the the the
2302,10306,the the the the the the the
2303,10052,the the the the the the the
2304,10104,the the the the the the the
2305,10056,the the the the the the the
2306,10170,the the the the the the the
2307,10092,the the the the the the the
2308,10101,the the the the the the the
2309,10107,the the the the the the the
2310,10124,the the the the the the the
2311,10056,the the the the the the the
2312,10070,the the the the the the the
2313,10021,the the the the the the the
2314,10081,the the the the the the the
2315,10124,the the the the the the the
2316,10072,the the the the the the the
2317,10085,the the the the the the the
2318,10093,the the the the the the the
2319,10066,the the the the the the the
2320,10078,the the the the the the the
2321,10117,the the the the the the the
2322,10078,the the the the the the the
2323,10073,the the the the the the the
2324,10055,the the the the the the the
2325,10025,the the the the the the the
2326,10118,the the the the the the the
2327,10072,the the the the the the the
2328,10102,the the the the the the the
2329,10086,the the the the the the the
2330,10123,the the the the the the the
2331,10036,the the the the the the the
2332,9939,the the the the the the the
2333,10140,the the the the the the the
2334,10060,the the the the the the the
2335,10257,the the the the the the the
2336,10050,the the the the the the the
2337,10070,the the the the the the the
2338,9991,the the the the the the the
2339,10029,the the the the the the the
2340,10071,the the the the the the the
2341,10370,the the the the the the the
2342,9896,the the the the the the the
2343,10012,the the the the the the the
2344,9985,the the the the the the the
2345,10288,the the the the the the the
2346,10088,the the the the the the the
2347,10014,the the the the the the the
2348,10020,the the the the the the the
2349,9958,the the the the the the the
2350,10060,the the the the the the the
2351,10366,the the the the the the the
2352,10359,the the the the the the the
2353,10315,the the the the the the the
2354,10146,the the the the the the the
2355,10333,the the the the the the the
2356,10084,the the the the the the the
2357,10479,the the the the the the the
2358,10133,the the the the the the the
2359,10034,the the the the the the the
2360,9897,the the the the the the the
2361,9927,the the the the the the the
2362,9909,the the the the the the the
2363,10064,the the the the the the the
2364,9942,the the the the the the the
2365,10084,the the the the the the the
2366,10074,the the the the the the the
2367,10032,the the the the the the the
2368,10058,the the the the the the the
2369,10058,the the the the the the the
2370,10042,the the the the the the the
2371,10080,the the the the the the the
2372,9990,the the the the the the the
2373,9955,the the the the the the the
2374,10229,the the the the the the the
2375,10122,the the the the the the the
2376,10002,the the the the the the the
2377,10067,the the the the the the the
2378,10057,the the the the the the the
2379,10103,the the the the the the the
2380,10106,the the the the the the the
2381,10366,the the the the the the the
2382,10125,the the the the the the the
2383,10059,the the the the the the the
2384,9983,the the the the the the the
2385,10094,the the the the the the the
2386,10178,the the the the the the the
2387,10102,the the the the the the the
2388,10078,the the the the the the the
2389,10044,the the the the the the the
2390,10066,the the the the the the the
2391,10003,the the the the the the the
2392,10088,the the the the the the the
2393,10184,the the the the the the the
2394,10093,the the the the the the the
2395,10093,the the the the the the the
2396,10211,the the the the the the the
2397,10384,the the the the the the the
2398,10261,the the the the the the the
2399,10017,the the the the the the the
2400,10154,the the the the the the the
2401,10553,the the the the the the the
2402,10159,the the the the the the the
2403,10107,the the the the the the the
2404,10043,the the the the the the the
2405,9967,the the the the the the the
2406,9915,the the the the the the the
2407,10049,the the the the the the the
2408,10197,the the the the the the the
2409,10577,the the the the the the the
2410,11041,the the the the the the the
2411,11032,the the the the the the the
2412,10829,the the the the the the the
2413,10236,the the the the the the the
2414,10041,the the the the the the the
2415,10437,the the the the the the the
2416,10212,the the the the the the the
2417,10297,the the the the the the the
2418,10175,the the the the the the the
2419,10159,the the the the the the the
2420,10400,the the the the the the the
2421,10308,the the the the the the the
2422,10432,the the the the the the the
2423,10576,the the the the the the the
2424,10109,the the the the the the the
2425,10555,the the the the the the the
2426,10048,the the the the the the the
2427,10127,the the the the the the the
2428,10013,the the the the the the the
2429,10217,the the the the the the the
2430,10119,the the the the the the the
2431,10233,the the the the the the the
2432,10177,the the the the the the the
2433,10105,the the the the the the the
2434,10411,the the the the the the the
2435,10209,the the the the the the the
2436,10123,the the the the the the the
2437,10027,the the the the the the the
2438,10116,the the the the the the the
2439,10242,the the the the the the the
2440,10145,the the the the the the the
2441,10099,the the the the the the the
2442,10041,the the the the the the the
2443,10120,the the the the the the the
2444,10368,the the the the the the the
2445,10334,the the the the the the the
2446,10245,the the the the the the the
2447,10370,the the the the the the the
2448,10254,the the the the the the the
2449,10326,the the the the the the the
2450,10160,the the the the the the the
2451,10480,the the the the the the the
2452,10500,the the the the the the the
2453,10184,the the the the the the the
2454,10140,the the the the the the the
2455,10131,the the the the the the the
2456,10166,the the the the the the the
2457,9919,the the the the the the the
2458,10007,the the the the the the the
2459,10026,the the the the the the the
2460,10158,the the the the the the the
2461,10386,the the the the the the the
2462,9956,the the the the the the the
2463,9987,the the the the the the the
2464,10044,the the the the the the the
2465,10158,the the the the the the the
2466,10022,the the the the the the the
2467,10322,the the the the the the the
2468,9981,the the the the the the the
2469,9907,the the the the the the the
2470,9899,the the the the the the the
2471,10013,the the the the the the the
2472,10137,the the the the the the the
2473,9922,the the the the the the the
2474,9990,the the the the the the the
2475,10163,the the the the the the the
2476,10121,the the the the the the the
2477,10463,the the the the the the the
2478,10085,the the the the the the the
2479,10315,the the the the the the the
2480,10156,the the the the the the the
2481,10589,the the the the the the the
2482,10021,the the the the the the the
2483,10281,the the the the the the the
2484,10112,the the the the the the the
2485,10264,the the the the the the the
2486,10071,the the the the the the the
2487,10157,the the the the the the the
2488,10052,the the the the the the the
2489,10316,the the the the the the the
2490,10066,the the the the the the the
2491,10106,the the the the the the the
2492,9985,the the the the the the the
2493,10373,the the the the the the the
2494,10040,the the the the the the the
2495,10160,the the the the the the the
2496,10102,the the the the the the the
2497,10268,the the the the the the the
2498,10268,the the the the the the the
2499,10055,the the the the the the the
2500,10133,the the the the the the the
2501,10141,the the the the the the the
2502,10413,the the the the the the the
2503,10140,the the the the the the the
2504,10064,the the the the the the the
2505,10217,the the the the the the the
2506,10064,the the the the the the the
2507,10051,the the the the the the the
2508,10033,the the the the the the the
2509,10111,the the the the the the the
2510,10203,the the the the the the the
2511,10121,the the the the the the the
2512,10081,the the the the the the the
2513,10343,the the the the the the the
2514,10126,the the the the the the the
2515,10097,the the the the the the the
2516,10161,the the the the the the the
2517,9986,the the the the the the the
2518,10086,the the the the the the the
2519,10186,the the the the the the the
2520,10135,the the the the the the the
2521,10304,the the the the the the the
2522,10158,the the the the the the the
2523,10097,the the the the the the the
2524,10157,the the the the the the the
2525,10109,the the the the the the the
2526,10087,the the the the the the the
2527,10013,the the the the the the the
2528,10127,the the the the the the the
2529,10067,the the the the the the the
2530,10613,the the the the the the the
2531,10533,the the the the the the the
2532,10517,the the the the the the the
2533,10117,the the the the the the the
2534,10106,the the the the the the the
2535,10031,the the the the the the the
2536,10246,the the the the the the the
2537,10012,the the the the the the the
2538,10045,the the the the the the the
2539,10037,the the the the the the the
2540,10305,the the the the the the the
2541,10107,the the the the the the the
2542,10200,the the the the the the the
2543,10023,the the the the the the the
2544,10476,the the the the the the the
2545,10461,the the the the the the the
2546,10163,the the the the the the the
2547,10045,the the the the the the the
2548,10572,the the the the the the the
2549,10103,the the the the the the the
2550,10029,the the the the the the the
2551,10011,the the the the the the the
2552,10307,the the the the the the the
2553,10086,the the the the the the the
2554,10084,the the the the the the the
2555,10314,the the the the the the the
2556,10190,the the the the the the the
2557,10027,the the the the the the the
2558,10088,the the the the the the the
2559,10026,the the the the the the the
2560,10521,the the the the the the the
2561,9910,the the the the the the the
2562,10541,the the the the the the the
2563,10859,the the the the the the the
2564,10656,the the the the the the the
2565,10158,the the the the the the the
2566,10119,the the the the the the the
2567,10260,the the the the the the the
2568,10068,the the the the the the the
2569,10047,the the the the the the the
2570,10072,the the the the the the the
2571,10056,the the the the the the the
2572,10103,the the the the the the the
2573,10129,the the the the the the the
2574,10053,the the the the the the the
2575,10072,the the the the the the the
2576,10072,the the the the the the the
2577,10115,the the the the the the the
2578,11139,the the the the the the the
2579,10050,the the the the the the the
2580,10092,the the the the the the the
2581,10022,the the the the the the the
2582,10153,the the the the the the the
2583,10011,the the the the the the the
2584,10188,the the the the the the the
2585,10182,the the the the the the the
2586,10028,the the the the the the the
2587,10071,the the the the the the the
2588,10141,the the the the the the the
2589,10126,the the the the the the the
2590,10110,the the the the the the the
2591,10103,the the the the the the the
2592,10719,the the the the the the the
2593,10146,the the the the the the the
2594,10210,the the the the the the the
2595,10338,the the the the the the the
2596,10079,the the the the the the the
2597,10097,the the the the the the the
2598,9957,the the the the the the the
2599,10538,the the the the the the the
2600,10059,the the the the the the the
2601,10191,the the the the the the the
2602,9916,the the the the the the the
2603,10037,the the the the the the the
2604,10093,the the the the the the the
2605,10118,the the the the the the the
2606,10027,the the the the the the the
2607,10521,the the the the the the the
2608,10052,the the the the the the the
2609,10163,the the the the the the the
2610,10126,the the the the the the the
2611,10007,the the the the the the the
2612,10120,the the the the the the the
2613,10284,the the the the the the the
2614,10106,the the the the the the the
2615,10071,the the the the the the the
2616,9989,the the the the the the the
2617,10183,the the the the the the the
2618,10077,the the the the the the the
2619,10239,the the the the the the the
2620,10119,the the the the the the the
2621,10129,the the the the the the the
2622,10034,the the the the the the the
2623,10667,the the the the the the the
2624,10292,the the the the the the the
2625,10020,the the the the the the the
2626,10046,the the the the the the the
2627,10173,the the the the the the the
2628,10099,the the the the the the the
2629,10024,the the the the the the the
2630,10037,the the the the the the the
2631,10245,the the the the the the the
2632,10084,the the the the the the the
2633,10054,the the the the the the the
2634,10169,the the the the the the the
2635,10114,the the the the the the the
2636,10096,the the the the the the the
2637,10547,the the the the the the the
2638,10100,the the the the the the the
2639,10141,the the the the the the the
2640,10093,the the the the the the the
2641,10447,the the the the the the the
2642,10025,the the the the the the the
2643,10331,the the the the the the the
2644,9942,the the the the the the the
2645,10110,the the the the the the the
2646,10118,the the the the the the the
2647,10068,the the the the the the the
2648,10039,the the the the the the the
2649,10160,the the the the the the the
2650,10003,the the the the the the the
2651,10030,the the the the the the the
2652,10035,the the the the the the the
2653,10223,the the the the the the the
2654,10040,the the the the the the the
2655,10012,the the the the the the the
2656,10019,the the the the the the the
2657,10024,the the the the the the the
2658,10117,the the the the the the the
2659,10226,the the the the the the the
2660,9947,the the the the the the the
2661,9936,the the the the the the the
2662,9905,the the the the the the the
2663,10008,the the the the the the the
2664,10320,the the the the the the the
2665,10084,the the the the the the the
2666,10077,the the the the the the the
2667,10093,the the the the the the the
2668,10041,the the the the the the the
2669,10103,the the the the the the the
2670,10103,the the the the the the the
2671,10036,the the the the the the the
2672,10099,the the the the the the the
2673,10098,the the the the the the the
2674,10039,the the the the the the the
2675,9994,the the the the the the the
2676,10067,the the the the the the the
2677,10040,the the the the the the the
2678,10047,the the the the the the the
2679,10048,the the the the the the the
2680,10045,the the the the the the the
2681,10082,the the the the the the the
2682,10268,the the the the the the the
2683,10184,the the the the the the the
2684,10075,the the the the the the the
2685,10024,the the the the the the the
2686,10043,the the the the the the the
2687,10122,the the the the the the the
2688,10153,the the the the the the the
2689,10034,the the the the the the the
2690,10020,the the the the the the the
2691,10115,the the the the the the the
2692,10155,the the the the the the the
2693,10343,the the the the the the the
2694,9976,the the the the the the the
2695,10118,the the the the the the the
2696,10112,the the the the the the the
2697,10250,the the the the the the the
2698,10065,the the the the the the the
2699,10157,the the the the the the the
2700,10294,the the the the the the the
2701,10023,the the the the the the the
2702,10183,the the the the the the the
2703,10166,the the the the the the the
2704,10043,the the the the the the the
2705,10076,the the the the the the the
2706,10128,the the the the the the the
2707,10050,the the the the the the the
2708,10028,the the the the the the the
2709,10025,the the the the the the the
2710,10194,the the the the the the the
2711,10044,the the the the the the the
2712,9979,the the the the the the the
2713,10596,the the the the the the the
2714,10133,the the the the the the the
2715,10274,the the the the the the the
2716,10980,the the the the the the the
2717,10158,the the the the the the the
2718,10627,the the the the the the the
2719,10011,the the the the the the the
2720,10325,the the the the the the the
2721,10345,the the the the the the the
2722,10066,the the the the the the the
2723,10084,the the the the the the the
2724,10248,the the the the the the the
2725,9995,the the the the the the the
2726,9942,the the the the the the the
2727,10343,the the the the the the the
2728,10279,the the the the the the the
2729,11090,the the the the the the the
2730,10267,the the the the the the the
2731,11838,the the the the the the the
2732,11559,the the the the the the the
2733,10538,the the the the the the the
2734,11963,the the the the the the the
2735,10822,the the the the the the the
2736,11197,the the the the the the the
2737,10470,the the the the the the the
2738,10628,the the the the the the the
2739,10517,the the the the the the the
2740,10563,the the the the the the the
2741,10148,the the the the the the the
2742,10331,the the the the the the the
2743,10149,the the the the the the the
2744,10308,the the the the the the the
2745,10143,the the the the the the the
2746,10292,the the the the the the the
2747,10170,the the the the the the the
2748,10259,the the the the the the the
2749,10154,the the the the the the the
2750,10082,the the the the the the the
2751,10192,the the the the the the the
2752,10475,the the the the the the the
2753,9963,the the the the the the the
2754,10048,the the the the the the the
2755,9972,the the the the the the the
2756,9944,the the the the the the the
2757,10096,the the the the the the the
2758,10026,the the the the the the the
2759,10022,the the the the the the the
2760,10448,the the the the the the the
2761,9911,the the the the the the the
2762,10134,the the the the the the the
2763,10144,the the the the the the the
2764,10128,the the the the the the the
2765,10091,the the the the the the the
2766,10271,the the the the the the the
2767,10197,the the the the the the the
2768,10089,the the the the the the the
2769,9983,the the the the the the the
2770,10338,the the the the the the the
2771,10174,the the the the the the the
2772,10054,the the the the the the the
2773,10104,the the the the the the the
2774,10450,the the the the the the the
2775,10066,the the the the the the the
2776,10112,the the the the the the the
2777,10120,the the the the the the the
2778,10539,the the the the the the the
2779,10117,the the the the the the the
2780,10013,the the the the the the the
2781,10142,the the the the the the the
2782,10336,the the the the the the the
2783,10065,the the the the the the the
2784,10065,the the the the the the the
2785,9942,the the the the the the the
2786,10099,the the the the the the the
2787,10264,the the the the the the the
2788,10060,the the the the the the the
2789,10371,the the the the the the the
2790,10147,the the the the the the the
2791,10004,the the the the the the the
2792,10176,the the the the the the the
2793,10119,the the the the the the the
2794,10062,the the the the the the the
2795,10586,the the the the the the the
2796,10157,the the the the the the the
2797,10103,the the the the the the the
2798,10028,the the the the the the the
2799,10069,the the the the the the the
2800,10238,the the the the the the the
2801,10370,the the the the the the the
2802,10100,the the the the the the the
2803,11297,the the the the the the the
2804,10122,the the the the the the the
2805,10171,the the the the the the the
2806,10161,the the the the the the the
2807,10070,the the the the the the the
2808,10121,the the the the the the the
2809,10145,the the the the the the the
2810,10172,the the the the the the the
2811,10140,the the the the the the the
2812,10372,the the the the the the the
2813,11397,the the the the the the the
2814,10127,the the the the the the the
2815,10132,the the the the the the the
2816,10062,the the the the the the the
2817,10107,the the the the the the the
2818,10148,the the the the the the the
2819,9971,the the the the the the the
2820,10033,the the the the the the the
2821,10180,the the the the the the the
2822,10360,the the the the the the the
2823,10110,the the the the the the the
2824,10070,the the the the the the the
2825,10396,the the the the the the the
2826,10105,the the the the the the the
2827,10177,the the the the the the the
2828,10268,the the the the the the the
2829,10075,the the the the the the the
2830,10049,the the the the the the the
2831,10065,the the the the the the the
2832,10086,the the the the the the the
2833,10098,the the the the the the the
2834,10282,the the the the the the the
2835,10158,the the the the the the the
2836,10093,the the the the the the the
2837,9968,the the the the the the the
2838,10078,the the the the the the the
2839,10481,the the the the the the the
2840,10417,the the the the the the the
2841,10291,the the the the the the the
2842,10589,the the the the the the the
2843,10381,the the the the the the the
2844,10522,the the the the the the the
2845,10420,the the the the the the the
2846,10474,the the the the the the the
2847,10962,the the the the the the the
2848,10238,the the the the the the the
2849,10137,the the the the the the the
2850,10583,the the the the the the the
2851,10201,the the the the the the the
2852,10470,the the the the the the the
2853,10612,the the the the the the the
2854,10037,the the the the the the the
2855,10426,the the the the the the the
2856,10106,the the the the the the the
2857,10031,the the the the the the the
2858,9998,the the the the the the the
2859,10070,the the the the the the the
2860,10353,the the the the the the the
2861,10031,the the the the the the the
2862,10177,the the the the the the the
2863,10221,the the the the the the the
2864,10097,the the the the the the the
2865,10576,the the the the the the the
2866,10092,the the the the the the the
2867,10407,the the the the the the the
2868,10108,the the the the the the the
2869,10180,the the the the the the the
2870,10050,the the the the the the the
2871,10352,the the the the the the the
2872,10237,the the the the the the the
2873,10230,the the the the the the the
2874,10250,the the the the the the the
2875,10403,the the the the the the the
2876,10411,the the the the the the the
2877,10251,the the the the the the the
2878,10114,the the the the the the the
2879,10646,the the the the the the the
2880,10145,the the the the the the the
2881,10194,the the the the the the the
2882,10153,the the the the the the the
2883,10377,the the the the the the the
2884,10113,the the the the the the the
2885,10503,the the the the the the the
2886,10128,the the the the the the the
2887,10791,the the the the the the the
2888,10025,the the the the the the the
2889,10192,the the the the the the the
2890,10651,the the the the the the the
2891,10641,the the the the the the the
2892,10144,the the the the the the the
2893,10182,the the the the the the the
2894,10651,the the the the the the the
2895,10666,the the the the the the the
2896,10149,the the the the the the the
2897,10096,the the the the the the the
2898,10042,the the the the the the the
2899,10451,the the the the the the the
2900,10078,the the the the the the the
2901,10690,the the the the the the the
2902,10027,the the the the the the the
2903,10417,the the the the the the the
2904,10085,the the the the the the the
2905,10189,the the the the the the the
2906,10098,the the the the the the the
2907,10787,the the the the the the the
2908,10002,the the the the the the the
2909,10242,the the the the the the the
2910,10194,the the the the the the the
2911,10678,the the the the the the the
2912,10025,the the the the the the the
2913,10242,the the the the the the the
2914,11169,the the the the the the the
2915,10566,the the the the the the the
2916,10677,the the the the the the the
2917,10226,the the the the the the the
2918,10114,the the the the the the the
2919,11137,the the the the the the the
2920,10357,the the the the the the the
2921,10607,the the the the the the the
2922,10358,the the the the the the the
2923,11308,the the the the the the the
2924,10668,the the the the the the the
2925,10258,the the the the the the the
2926,10218,the the the the the the the
2927,10311,the the the the the the the
2928,10507,the the the the the the the
2929,10081,the the the the the the the
2930,9995,the the the the the the the
2931,10143,the the the the the the the
2932,9921,the the the the the the the
2933,10505,the the the the the the the
2934,10039,the the the the the the the
2935,10158,the the the the the the the
2936,9999,the the the the the the the
2937,10343,the the the the the the the
2938,10022,the the the the the the the
2939,10230,the the the the the the the
2940,9906,the the the the the the the
2941,10694,the the the the the the the
2942,10247,the the the the the the the
2943,10715,the the the the the the the
2944,10296,the the the the the the the
2945,10466,the the the the the the the
2946,10115,the the the the the the the
2947,10381,the the the the the the the
2948,10116,the the the the the the the
2949,10254,the the the the the the the
2950,10961,the the the the the the the
2951,10634,the the the the the the the
2952,10012,the the the the the the the
2953,9918,the the the the the the the
2954,10168,the the the the the the the
2955,9893,the the the the the the the
2956,10197,the the the the the the the
2957,9907,the the the the the the the
2958,10040,the the the the the the the
2959,9967,the the the the the the the
2960,10309,the the the the the the the
2961,10636,the the the the the the the
2962,10756,the the the the the the the
2963,10187,the the the the the the the
2964,10256,the the the the the the the
2965,10178,the the the the the the the
2966,10371,the the the the the the the
2967,10967,the the the the the the the
2968,10060,the the the the the the the
2969,10337,the the the the the the the
2970,10139,the the the the the the the
2971,10133,the the the the the the the
2972,10617,the the the the the the the
2973,10899,the the the the the the the
2974,10203,the the the the the the the
2975,10346,the the the the the the the
2976,10853,the the the the the the the
2977,10530,the the the the the the the
2978,10041,the the the the the the the
2979,10313,the the the the the the the
2980,10717,the the the the the the the
2981,10140,the the the the the the the
2982,10198,the the the the the the the
2983,10216,the the the the the the the
2984,10137,the the the the the the the
2985,10046,the the the the the the the
2986,10310,the the the the the the the
2987,10445,the the the the the the the
2988,10160,the the the the the the the
2989,10548,the the the the the the the
2990,10487,the the the the the the the
2991,10220,the the the the the the the
2992,10333,the the the the the the the
2993,10156,the the the the the the the
2994,10224,the the the the the the the
2995,10635,the the the the the the the
2996,10138,the the the the the the the
2997,10392,the the the the the the the
2998,10228,the the the the the the the
2999,10018,the the the the the the the
3000,10123,the the the the the the the
3001,10135,the the the the the the the
3002,10214,the the the the the the the
3003,10357,the the the the the the the
3004,10059,the the the the the the the
3005,10125,the the the the the the the
3006,10061,the the the the the the the
3007,10353,the the the the the the the
3008,10723,the the the the the the the
3009,10287,the the the the the the the
3010,10222,the the the the the the the
3011,10162,the the the the the the the
3012,10684,the the the the the the the
3013,10077,the the the the the the the
3014,10757,the the the the the the the
3015,10225,the the the the the the the
3016,10240,the the the the the the the
3017,10005,the the the the the the the
3018,10255,the the the the the the the
3019,9991,the the the the the the the
3020,10611,the the the the the the the
3021,10201,the the the the the the the
3022,10630,the the the the the the the
3023,10392,the the the the the the the
3024,10429,the the the the the the the
3025,10103,the the the the the the the
3026,10251,the the the the the the the
3027,10165,the the the the the the the
3028,10466,the the the the the the the
3029,10277,the the the the the the the
3030,10993,the the the the the the the
3031,10025,the the the the the the the
3032,10270,the the the the the the the
3033,10064,the the the the the the the
3034,10386,the the the the the the the
3035,10253,the the the the the the the
3036,11338,the the the the the the the
3037,10247,the the the the the the the
3038,11212,the the the the the the the
3039,10101,the the the the the the the
3040,10663,the the the the the the the
3041,10213,the the the the the the the
3042,10252,the the the the the the the
3043,10056,the the the the the the the
3044,10260,the the the the the the the
3045,10246,the the the the the the the
3046,10187,the the the the the the the
3047,10357,the the the the the the the
3048,10299,the the the the the the the
3049,10126,the the the the the the the
3050,10320,the the the the the the the
3051,10085,the the the the the the the
3052,10579,the the the the the the the
3053,10127,the the the the the the the
3054,10315,the the the the the the the
3055,10133,the the the the the the the
3056,10067,the the the the the the the
3057,9932,the the the the the the the
3058,10165,the the the the the the the
3059,10143,the the the the the the the
3060,10306,the the the the the the the
3061,10126,the the the the the the the
3062,10963,the the the the the the the
3063,10623,the the the the the the the
3064,10810,the the the the the the the
3065,10036,the the the the the the the
3066,10653,the the the the the the the
3067,10353,the the the the the the the
3068,10080,the the the the the the the
3069,10043,the the the the the the the
3070,10125,the the the the the the the
3071,10010,the the the the the the the
3072,10181,the the the the the the the
3073,10025,the the the the the the the
3074,10205,the the the the the the the
3075,10097,the the the the the the the
3076,10231,the the the the the the the
3077,10105,the the the the the the the
3078,10258,the the the the the the the
3079,10420,the the the the the the the
3080,10240,the the the the the the the
3081,10007,the the the the the the the
3082,10545,the the the the the the the
3083,10888,the the the the the the the
3084,10547,the the the the the the the
3085,11767,the the the the the the the
3086,10434,the the the the the the the
3087,10827,the the the the the the the
3088,10202,the the the the the the the
3089,10352,the the the the the the the
3090,10337,the the the the the the the
3091,10220,the the the the the the the
3092,10273,the the the the the the the
3093,10484,the the the the the the the
3094,10202,the the the the the the the
3095,11218,the the the the the the the
3096,10073,the the the the the the the
3097,10250,the the the the the the the
3098,10262,the the the the the the the
3099,10158,the the the the the the the
3100,10100,the the the the the the the
3101,10360,the the the the the the the
3102,10337,the the the the the the the
3103,10051,the the the the the the the
3104,10023,the the the the the the the
3105,10122,the the the the the the the
3106,10179,the the the the the the the
3107,10380,the the the the the the the
3108,10070,the the the the the the the
3109,10061,the the the the the the the
3110,10234,the the the the the the the
3111,10141,the the the the the the the
3112,10215,the the the the the the the
3113,10070,the the the the the the the
3114,10192,the the the the the the the
3115,11166,the the the the the the the
3116,10105,the the the the the the the
3117,10762,the the the the the the the
3118,10001,the the the the the the the
3119,10317,the the the the the the the
3120,10351,the the the the the the the
3121,10593,the the the the the the the
3122,10508,the the the the the the the
3123,10492,the the the the the the the
3124,10544,the the the the the the the
3125,10046,the the the the the the the
3126,10704,the the the the the the the
3127,10793,the the the the the the the
3128,10699,the the the the the the the
3129,10362,the the the the the the the
3130,10504,the the the the the the the
3131,10208,the the the the the the the
3132,10347,the the the the the the the
3133,10266,the the the the the the the
3134,10048,the the the the the the the
3135,10237,the the the the the the the
3136,10241,the the the the the the the
3137,11109,the the the the the the the
3138,10285,the the the the the the the
3139,10609,the the the the the the the
3140,10295,the the the the the the the
3141,10070,the the the the the the the
3142,11618,the the the the the the the
3143,10992,the the the the the the the
3144,10944,the the the the the the the
3145,11506,the the the the the the the
3146,11175,the the the the the the the
3147,10671,the the the the the the the
3148,10192,the the the the the the the
3149,10259,the the the the the the the
3150,10586,the the the the the the the
3151,9980,the the the the the the the
3152,10339,the the the the the the the
3153,10872,the the the the the the the
3154,10177,the the the the the the the
3155,10127,the the the the the the the
3156,10411,the the the the the the the
3157,10207,the the the the the the the
3158,10276,the the the the the the the
3159,10267,the the the the the the the
3160,10362,the the the the the the the
3161,10273,the the the the the the the
3162,10472,the the the the the the the
3163,10666,the the the the the the the
3164,10514,the the the the the the the
3165,10050,the the the the the the the
3166,10531,the the the the the the the
3167,10123,the the the the the the the
3168,10167,the the the the the the the
3169,10213,the the the the the the the
3170,10407,the the the the the the the
3171,10064,the the the the the the the
3172,10149,the the the the the the the
3173,11632,the the the the the the the
3174,10637,the the the the the the the
3175,10588,the the the the the the the
3176,10269,the the the the the the the
3177,10146,the the the the the the the
3178,10171,the the the the the the the
3179,10139,the the the the the the the
3180,10537,the the the the the the the
3181,9984,the the the the the the the
3182,10363,the the the the the the the
3183,10249,the the the the the the the
3184,10713,the the the the the the the
3185,10081,the the the the the the the
3186,10204,the the the the the the the
3187,10125,the the the the the the the
3188,10140,the the the the the the the
3189,10063,the the the the the the the
3190,10286,the the the the the the the
3191,10374,the the the the the the the
3192,10139,the the the the the the the
3193,10113,the the the the the the the
3194,10272,the the the the the the the
3195,10550,the the the the the the the
3196,10066,the the the the the the the
3197,10079,the the the the the the the
3198,10211,the the the the the the the
3199,10323,the the the the the the the
3200,10417,the the the the the the the
3201,10180,the the the the the the the
3202,10999,the the the the the the the
3203,10926,the the the the the the the
3204,11700,the the the the the the the
3205,11065,the the the the the the the
3206,10825,the the the the the the the
3207,10240,the the the the the the the
3208,11359,the the the the the the the
3209,10642,the the the the the the the
3210,10426,the the the the the the the
3211,10604,the the the the the the the
3212,10575,the the the the the the the
3213,10490,the the the the the the the
3214,10079,the the the the the the the
3215,10173,the the the the the the the
3216,10179,the the the the the the the
3217,10086,the the the the the the the
3218,10452,the the the the the the the
3219,10243,the the the the the the the
3220,10467,the the the the the the the
3221,10197,the the the the the the the
3222,10577,the the the the the the the
3223,10323,the the the the the the the
3224,10108,the the the the the the the
3225,10025,the the the the the the the
3226,10109,the the the the the the the
3227,10092,the the the the the the the
3228,10158,the the the the the the the
3229,10413,the the the the the the the
3230,10177,the the the the the the the
3231,10093,the the the the the the the
3232,10085,the the the the the the the
3233,10030,the the the the the the the
3234,10264,the the the the the the the
3235,10044,the the the the the the the
3236,10116,the the the the the the the
3237,10205,the the the the the the the
3238,10343,the the the the the the the
3239,10044,the the the the the the the
3240,10092,the the the the the the the
3241,10705,the the the the the the the
3242,10145,the the the the the the the
3243,10828,the the the the the the the
3244,10122,the the the the the the the
3245,10571,the the the the the the the
3246,10002,the the the the the the the
3247,10156,the the the the the the the
3248,9923,the the the the the the the
3249,10152,the the the the the the the
3250,10149,the the the the the the the
3251,9993,the the the the the the the
3252,10144,the the the the the the the
3253,9984,the the the the the the the
3254,10616,the the the the the the the
3255,10166,the the the the the the the
3256,10083,the the the the the the the
3257,9932,the the the the the the the
3258,10083,the the the the the the the
3259,10106,the the the the the the the
3260,10570,the the the the the the the
3261,10050,the the the the the the the
3262,10135,the the the the the the the
3263,10372,the the the the the the the
3264,10079,the the the the the the the
3265,10581,the the the the the the the
3266,10122,the the the the the the the
3267,10124,the the the the the the the
3268,10332,the the the the the the the
3269,10487,the the the the the the the
3270,10168,the the the the the the the
3271,10878,the the the the the the the
3272,10349,the the the the the the the
3273,10745,the the the the the the the
3274,10332,the the the the the the the
3275,10582,the the the the the the the
