Document Count,Term List Size
0,636
50,67956
100,126816
150,192876
200,227196
250,247476
300,269316
350,304356
400,324396
450,338556
500,352176
550,372756
600,387876
650,397416
700,407496
750,419316
800,431556
850,449376
