Document Count,Indexing Duration
1677,21.042µs
1678,98.875µs
1679,128.292µs
1680,78.75µs
1681,11.708µs
1682,18.625µs
1683,106.791µs
1684,130.709µs
1685,74.375µs
1686,199µs
1687,178.292µs
1688,287.583µs
1689,83.083µs
1690,133.791µs
1691,81.834µs
1692,122.166µs
1693,196.5µs
1694,59.917µs
1695,129.625µs
1696,8.583µs
1697,15.167µs
1698,97.625µs
1699,301.916µs
1700,288.25µs
1701,82.584µs
1702,48.625µs
1703,114.584µs
1704,191.541µs
1705,105.042µs
1706,38.875µs
1707,128.458µs
1708,7.5µs
1709,105.334µs
1710,340.167µs
1711,250.25µs
1712,180.417µs
1713,9.417µs
1714,29.958µs
1715,87µs
1716,58.875µs
1717,237.917µs
1718,191.25µs
1719,75.208µs
1720,96.375µs
1721,30.834µs
1722,7.125µs
1723,355.083µs
1724,142.334µs
1725,129.5µs
1726,126.042µs
1727,62.666µs
1728,32.042µs
1729,13.792µs
1730,173.167µs
1731,47.584µs
1732,71.375µs
1733,140.083µs
1734,83.583µs
1735,67.708µs
1736,185.25µs
1737,128µs
1738,4.375µs
1739,168.709µs
1740,234.042µs
1741,30.875µs
1742,290.959µs
1743,204.084µs
1744,91.5µs
1745,7.167µs
1746,23.334µs
1747,218.25µs
1748,70.834µs
1749,202.084µs
1750,209.542µs
1751,162.583µs
1752,94.75µs
1753,7.083µs
1754,22.167µs
1755,60.541µs
1756,40.667µs
1757,28.916µs
1758,55.833µs
1759,25.875µs
1760,65.042µs
1761,123.458µs
1762,62.333µs
1763,83.292µs
1764,150.292µs
1765,100.875µs
1766,106µs
1767,26.291µs
1768,20.375µs
1769,141.333µs
1770,36.542µs
1771,116.333µs
1772,99.709µs
1773,51.875µs
1774,50µs
1775,17.292µs
1776,75.125µs
1777,128.417µs
1778,171.875µs
1779,52.958µs
1780,92.292µs
1781,147.583µs
1782,361.083µs
1783,245.667µs
1784,94.416µs
1785,105.667µs
1786,10.042µs
1787,53.917µs
1788,242.875µs
1789,143.25µs
1790,15.375µs
1791,8.75µs
1792,186.375µs
1793,108.791µs
1794,156.584µs
1795,282.959µs
1796,129.292µs
1797,62.167µs
1798,154µs
1799,188.084µs
1800,118.875µs
1801,16.417µs
1802,7.834µs
1803,13.875µs
1804,80.083µs
1805,236.75µs
1806,161.625µs
1807,308.208µs
1808,99.5µs
1809,46.917µs
1810,304.708µs
1811,25.5µs
1812,8.667µs
1813,86.292µs
1814,156.875µs
1815,340.167µs
1816,132.458µs
1817,220.708µs
1818,3.5µs
1819,158.125µs
1820,34.375µs
1821,85.583µs
1822,141.875µs
1823,79.583µs
1824,191.208µs
1825,83.583µs
1826,59.292µs
1827,4.25µs
1828,142.417µs
1829,173.5µs
1830,489.958µs
1831,48.208µs
1832,128.417µs
1833,123.917µs
1834,200.667µs
1835,83.958µs
1836,197.625µs
1837,171.5µs
1838,233.292µs
1839,150.333µs
1840,4.167µs
1841,29.875µs
1842,128.375µs
1843,116.708µs
1844,89.709µs
1845,210.417µs
1846,45.333µs
1847,35.584µs
1848,82µs
1849,177.375µs
1850,192.875µs
1851,140.542µs
1852,269.083µs
1853,136.542µs
1854,78.709µs
1855,187.208µs
1856,8.416µs
1857,117.041µs
1858,196.959µs
1859,90.458µs
1860,145.625µs
1861,225.25µs
1862,137.667µs
1863,204.708µs
1864,86.917µs
1865,72.792µs
1866,65.083µs
1867,136.917µs
1868,97.375µs
1869,216.875µs
1870,171.708µs
1871,275.708µs
1872,177.791µs
1873,98.042µs
1874,173.875µs
1875,256.042µs
1876,305.167µs
1877,235.792µs
1878,328.625µs
1879,24.334µs
1880,7.25µs
1881,8.25µs
1882,122.209µs
1883,141.542µs
1884,90.708µs
1885,195.833µs
1886,155µs
1887,138.834µs
1888,52.834µs
1889,124.042µs
1890,133.458µs
1891,57.541µs
1892,8.584µs
1893,30.083µs
1894,89.75µs
1895,153.25µs
1896,101.708µs
1897,193.167µs
1898,268.5µs
1899,130.833µs
1900,77.5µs
1901,77.417µs
1902,77.375µs
1903,64.625µs
1904,8.542µs
1905,57.166µs
1906,136.208µs
1907,103.833µs
1908,10.75µs
1909,35.041µs
1910,25.959µs
1911,99.958µs
1912,76.292µs
1913,170.541µs
1914,163.083µs
1915,23.541µs
1916,129.5µs
1917,99.709µs
1918,204.292µs
1919,31.166µs
1920,52.625µs
1921,71.917µs
1922,11µs
1923,22.667µs
1924,155.958µs
1925,123.583µs
1926,178.459µs
1927,11.042µs
1928,2.542µs
1929,11.083µs
1930,3.584µs
1931,34.375µs
1932,3.416µs
1933,17.625µs
1934,3.125µs
1935,19.375µs
1936,6.625µs
1937,12.125µs
1938,3.167µs
1939,147.084µs
1940,90.084µs
1941,18.583µs
1942,109.5µs
1943,113.625µs
1944,11.584µs
1945,25.334µs
1946,52.916µs
1947,32.625µs
1948,175.833µs
1949,107.458µs
1950,34.75µs
1951,249.084µs
1952,151.167µs
1953,28.5µs
1954,23.417µs
1955,43.583µs
1956,25.125µs
1957,14.5µs
1958,12.958µs
1959,2.666µs
1960,12.416µs
1961,11.041µs
1962,14.291µs
1963,76.75µs
1964,29.417µs
1965,14.5µs
1966,38.541µs
1967,34.958µs
1968,24.833µs
1969,57.333µs
1970,58.708µs
1971,149.708µs
1972,80.875µs
1973,152.709µs
1974,69.375µs
1975,10.166µs
1976,38.25µs
1977,53.542µs
1978,11.291µs
1979,7.333µs
1980,45.667µs
1981,44.625µs
1982,33.125µs
1983,15.541µs
1984,26.75µs
1985,17.041µs
1986,38.666µs
1987,16.166µs
1988,23.291µs
1989,43.333µs
1990,115.75µs
1991,141.083µs
1992,83.375µs
1993,22.667µs
1994,112.833µs
1995,4.208µs
1996,269.75µs
1997,86.667µs
1998,50.833µs
1999,104.25µs
2000,102.042µs
2001,142.25µs
2002,335.667µs
2003,4.25µs
2004,202.958µs
2005,128.208µs
2006,353.417µs
2007,41.25µs
2008,59.458µs
2009,138.583µs
2010,78.042µs
2011,21.042µs
2012,262.292µs
2013,182.167µs
2014,79.166µs
2015,148µs
2016,255.292µs
2017,44.042µs
2018,10.833µs
2019,46.708µs
2020,43.167µs
2021,107.167µs
2022,202.292µs
2023,138.583µs
2024,116.541µs
2025,75.917µs
2026,68.042µs
2027,153.791µs
2028,86.334µs
2029,86.709µs
2030,101.125µs
2031,202.75µs
2032,4.292µs
2033,185.625µs
2034,182.542µs
2035,79.333µs
2036,66.083µs
2037,4.292µs
2038,50.375µs
2039,257.291µs
2040,100.5µs
2041,27.833µs
2042,194.209µs
2043,167µs
2044,314.375µs
2045,117.208µs
2046,289.083µs
2047,95.125µs
2048,194.583µs
2049,144.541µs
2050,7.292µs
2051,61.667µs
2052,79.417µs
2053,105.041µs
2054,7.25µs
2055,152.083µs
2056,117.209µs
2057,54.125µs
2058,86.375µs
2059,259.708µs
2060,80.083µs
2061,265.25µs
2062,47.75µs
2063,7.334µs
2064,145.666µs
2065,96.708µs
2066,162.292µs
2067,69.208µs
2068,120.334µs
2069,14.125µs
2070,170.5µs
2071,177.875µs
2072,703.667µs
2073,81.625µs
2074,126.584µs
2075,106.292µs
2076,224.166µs
2077,12.25µs
2078,20.75µs
2079,23.209µs
2080,8.208µs
2081,29.75µs
2082,3.709µs
2083,70.083µs
2084,45.959µs
2085,163.291µs
2086,5.209µs
2087,17.458µs
2088,9.125µs
2089,89.875µs
2090,5.416µs
2091,30µs
2092,17.667µs
2093,188.333µs
2094,138.417µs
2095,207.041µs
2096,39.375µs
2097,28.666µs
2098,15.25µs
2099,9.541µs
2100,95.291µs
2101,18.041µs
2102,8.416µs
2103,11.417µs
2104,36.25µs
2105,14.375µs
2106,424.875µs
2107,111.666µs
2108,22.375µs
2109,23.333µs
2110,45.125µs
2111,119.084µs
2112,68.542µs
2113,30.791µs
2114,191.333µs
2115,56.25µs
2116,32.667µs
2117,69.75µs
2118,8.833µs
2119,1.625µs
2120,4.375µs
2121,32.459µs
2122,223.25µs
2123,83.167µs
2124,39.167µs
2125,56.208µs
2126,16.75µs
2127,30.209µs
2128,45.791µs
2129,53.875µs
2130,7.291µs
2131,183.5µs
2132,285.5µs
2133,43.084µs
2134,261.042µs
2135,175.417µs
2136,87.167µs
2137,94.375µs
2138,224.959µs
2139,51.958µs
2140,37.625µs
2141,148.667µs
2142,243.917µs
2143,68.959µs
2144,10.75µs
2145,90.125µs
2146,140.5µs
2147,136.792µs
2148,93.083µs
2149,78µs
2150,91.5µs
2151,60.458µs
2152,269.375µs
2153,84.791µs
2154,124.667µs
2155,93.125µs
2156,182.625µs
2157,164.75µs
2158,97.083µs
2159,7.917µs
2160,36.458µs
2161,133.25µs
2162,24.75µs
2163,124.708µs
2164,90.333µs
2165,70.042µs
2166,110.083µs
2167,176.834µs
2168,72µs
2169,40.709µs
2170,128.584µs
2171,5.292µs
2172,87.125µs
2173,184.292µs
2174,173.708µs
2175,236.083µs
2176,124.042µs
2177,195.25µs
2178,252.375µs
2179,114.584µs
2180,35.459µs
2181,288.875µs
2182,25.375µs
2183,12.833µs
2184,40.208µs
2185,70.417µs
2186,77.208µs
2187,34.125µs
2188,143.625µs
2189,154.042µs
2190,109.625µs
2191,81µs
2192,203.959µs
2193,195.167µs
2194,93.708µs
2195,86.792µs
2196,224.75µs
2197,101µs
2198,99.167µs
2199,4.5µs
2200,117.125µs
2201,109µs
2202,286.875µs
2203,239.625µs
2204,51.5µs
2205,133.125µs
2206,5.625µs
2207,91.292µs
2208,178.75µs
2209,60.875µs
2210,229.791µs
2211,486.208µs
2212,177.583µs
2213,9.542µs
2214,4.708µs
2215,64.333µs
2216,257.167µs
2217,18.334µs
2218,2.709µs
2219,26.917µs
2220,39.416µs
2221,11.125µs
2222,29.791µs
2223,8.5µs
2224,18.792µs
2225,17.834µs
2226,87.75µs
2227,1.208µs
2228,98.417µs
2229,27.167µs
2230,19.792µs
2231,14.667µs
2232,26.25µs
2233,8.375µs
2234,28.875µs
2235,51.875µs
2236,9.583µs
2237,6.25µs
2238,23.542µs
2239,8.291µs
2240,81.916µs
2241,50.5µs
2242,51.75µs
2243,8.125µs
2244,93.75µs
2245,22.708µs
2246,295.584µs
2247,9.333µs
2248,120.75µs
2249,5.125µs
2250,353.958µs
2251,11.334µs
2252,51.417µs
2253,77.792µs
2254,117.542µs
2255,19.042µs
2256,22.917µs
2257,27.75µs
2258,32.916µs
2259,10.041µs
2260,9.584µs
2261,90.083µs
2262,7.208µs
2263,57.916µs
2264,114.334µs
2265,15.125µs
2266,29.084µs
2267,49.125µs
2268,93.209µs
2269,71.583µs
2270,46.167µs
2271,78.292µs
2272,6.334µs
2273,191.792µs
2274,27.834µs
2275,100.417µs
2276,355.958µs
2277,258.541µs
2278,109.542µs
2279,19.75µs
2280,74.291µs
2281,33.75µs
2282,70µs
2283,202.5µs
2284,37.416µs
2285,107.625µs
2286,133.375µs
2287,131.25µs
2288,25.417µs
2289,148.917µs
2290,104µs
2291,198.708µs
2292,4.333µs
2293,60.709µs
2294,104.666µs
2295,142.875µs
2296,150.541µs
2297,4.458µs
2298,195.708µs
2299,63.541µs
2300,83.084µs
2301,261.083µs
2302,135.083µs
2303,110.208µs
2304,173.875µs
2305,36.25µs
2306,7.917µs
2307,115.416µs
2308,41.708µs
2309,35.5µs
2310,80.208µs
2311,15.25µs
2312,19.333µs
2313,4.5µs
2314,21.375µs
2315,13.167µs
2316,78.083µs
2317,18.583µs
2318,134.75µs
2319,26.667µs
2320,59.875µs
2321,46.958µs
2322,100.708µs
2323,38.667µs
2324,48.125µs
2325,25.375µs
2326,20.958µs
2327,38.541µs
2328,19.75µs
2329,24.583µs
2330,55.125µs
2331,69.25µs
2332,28.916µs
2333,96.167µs
2334,151.708µs
2335,5.292µs
2336,87.584µs
2337,102.416µs
2338,96.208µs
2339,74.583µs
2340,52.25µs
2341,245.667µs
2342,22.5µs
2343,47.792µs
2344,26.666µs
2345,6.159833ms
2346,8.792µs
2347,34.416µs
2348,61.416µs
2349,123.333µs
2350,237.792µs
2351,179.416µs
2352,60.541µs
2353,52.958µs
2354,21.334µs
2355,10.875µs
2356,22.083µs
2357,12.542µs
2358,37.167µs
2359,49.666µs
2360,110.708µs
2361,5.75µs
2362,65.25µs
2363,80.375µs
2364,71.667µs
2365,134.584µs
2366,75.542µs
2367,83.209µs
2368,54.917µs
2369,5.416µs
2370,72.292µs
2371,53.625µs
2372,58.084µs
2373,37.25µs
2374,18.375µs
2375,12.625µs
2376,42.375µs
2377,32.25µs
2378,15.458µs
2379,13.459µs
2380,14.708µs
2381,62.708µs
2382,25.709µs
2383,24.459µs
2384,31.459µs
2385,7.458µs
2386,112.042µs
2387,289.709µs
2388,249.334µs
2389,85.458µs
2390,43.375µs
2391,23.709µs
2392,59.416µs
2393,60.458µs
2394,7.5µs
2395,90.125µs
2396,78µs
2397,128.542µs
2398,97.5µs
2399,33.291µs
2400,31.417µs
2401,31.917µs
2402,34.625µs
2403,61.292µs
2404,12.75µs
2405,19.375µs
2406,74.209µs
2407,10.334µs
2408,70.25µs
2409,35.958µs
2410,3.375µs
2411,30.083µs
2412,138.667µs
2413,61.542µs
2414,42.917µs
2415,11.209µs
2416,44.834µs
2417,69.875µs
2418,81.333µs
2419,119.417µs
2420,68.333µs
2421,117.167µs
2422,44.375µs
2423,10.667µs
2424,100.375µs
2425,45.375µs
2426,41.125µs
2427,207.292µs
2428,29.583µs
2429,314.417µs
2430,22.667µs
2431,112.167µs
2432,100.625µs
2433,195.875µs
2434,56.75µs
2435,12.041µs
2436,10.291µs
2437,25.292µs
2438,16.5µs
2439,9.708µs
2440,1.625µs
2441,11.625µs
2442,108.167µs
2443,9µs
2444,18.334µs
2445,80.167µs
2446,300.792µs
2447,11.833µs
2448,239.667µs
2449,13.042µs
2450,9.208µs
2451,35.791µs
2452,7.167µs
2453,46.5µs
2454,91.708µs
2455,74.709µs
2456,94.416µs
2457,43.042µs
2458,51.875µs
2459,294.083µs
2460,492.917µs
2461,93.834µs
2462,12.084µs
2463,26.583µs
2464,34.208µs
2465,29.209µs
2466,7.458µs
2467,102.459µs
2468,67.792µs
2469,43.708µs
2470,21.792µs
2471,8.042µs
2472,23.584µs
2473,30.292µs
2474,56.083µs
2475,49.542µs
2476,160.792µs
2477,152.917µs
2478,82.208µs
2479,89.292µs
2480,37.791µs
2481,48.708µs
2482,82.417µs
2483,44.792µs
2484,34.208µs
2485,198.875µs
2486,27.958µs
2487,17.166µs
2488,6.125µs
2489,272.375µs
2490,5.958µs
2491,25.75µs
2492,31.875µs
2493,42.208µs
2494,39µs
2495,16.125µs
2496,28.917µs
2497,29.417µs
2498,26.791µs
2499,11.042µs
2500,8.083µs
2501,11.333µs
2502,54.583µs
2503,53.792µs
2504,2.667µs
2505,15.75µs
2506,46.916µs
2507,55.709µs
2508,79.333µs
2509,17.125µs
2510,25.333µs
2511,6.959µs
2512,39µs
2513,43.959µs
2514,76.583µs
2515,86.625µs
2516,85.75µs
2517,50.041µs
2518,7.333µs
2519,72.167µs
2520,137.542µs
2521,43.667µs
2522,110.542µs
2523,111.916µs
2524,73.375µs
2525,112µs
2526,111.333µs
2527,11.875µs
2528,10.167µs
2529,17.208µs
2530,38.209µs
2531,15.583µs
2532,1.5µs
2533,14.416µs
2534,1.333µs
2535,19.208µs
2536,21.875µs
2537,441µs
2538,4.5µs
2539,56.75µs
2540,37.292µs
2541,15µs
2542,10.5µs
2543,11.041µs
2544,13.833µs
2545,10.584µs
2546,9.416µs
2547,34.125µs
2548,55.208µs
2549,11.542µs
2550,59.667µs
2551,46.75µs
2552,56.167µs
2553,4.083µs
2554,7.417µs
2555,11.834µs
2556,4.125µs
2557,7.333µs
2558,27.75µs
2559,87.417µs
2560,3.875µs
2561,228.875µs
2562,10.541µs
2563,70.083µs
2564,35.209µs
2565,6.167µs
2566,8.917µs
2567,72.208µs
2568,15.167µs
2569,331.667µs
2570,72.792µs
2571,75.125µs
2572,74.542µs
2573,25.166µs
2574,25.709µs
2575,248.625µs
2576,30.041µs
2577,72.459µs
2578,96.583µs
2579,54.583µs
2580,88.125µs
2581,36.917µs
2582,4.083µs
2583,13.542µs
2584,87.208µs
2585,39.917µs
2586,39.334µs
2587,46.458µs
2588,21.417µs
2589,5.75µs
2590,71.833µs
2591,7.667µs
2592,248.75µs
2593,5µs
2594,184.833µs
2595,70.708µs
2596,142.875µs
2597,248.417µs
2598,193.75µs
2599,102.416µs
2600,46.333µs
2601,84.667µs
2602,196.667µs
2603,244.25µs
2604,82.958µs
2605,57.917µs
2606,37.75µs
2607,30.917µs
2608,81.084µs
2609,7.166µs
2610,73.666µs
2611,62.75µs
2612,5.292µs
2613,17.584µs
2614,3.292µs
2615,46.958µs
2616,56.541µs
2617,80.042µs
2618,14.667µs
2619,45.25µs
2620,21.417µs
2621,38.875µs
2622,4.292µs
2623,55.667µs
2624,56.125µs
2625,32.208µs
2626,57.208µs
2627,50.667µs
2628,70.625µs
2629,191.666µs
2630,64.958µs
2631,2.625µs
2632,1.75µs
2633,1.583µs
2634,546.416µs
2635,113.625µs
2636,55.042µs
2637,226.833µs
2638,23.417µs
2639,298.375µs
2640,14.542µs
2641,39.375µs
2642,8.709µs
2643,124.875µs
2644,56µs
2645,7.75µs
2646,42µs
2647,12.459µs
2648,14.375µs
2649,10.5µs
2650,84.167µs
2651,126.417µs
2652,17.5µs
2653,20.375µs
2654,129.959µs
2655,20.417µs
2656,21.375µs
2657,47.916µs
2658,333.167µs
2659,76.25µs
2660,93.708µs
2661,117.75µs
2662,33.542µs
2663,66.875µs
2664,6.292µs
2665,192.292µs
2666,62.083µs
2667,133.083µs
2668,193.333µs
2669,92.166µs
2670,98.458µs
2671,50µs
2672,245.167µs
2673,87.041µs
2674,33.917µs
2675,76.584µs
2676,90.291µs
2677,22.75µs
2678,14.417µs
2679,6.625µs
2680,17.208µs
2681,45.75µs
2682,313.75µs
2683,107.417µs
2684,60.125µs
2685,40.417µs
2686,16.042µs
2687,92µs
2688,31.416µs
2689,12.625µs
2690,5.625µs
2691,6.041µs
2692,169.833µs
2693,32.125µs
2694,11.209µs
2695,10.583µs
2696,18.125µs
2697,3.375µs
2698,33.333µs
2699,437.125µs
2700,28.458µs
2701,65.459µs
2702,12.875µs
2703,44.834µs
2704,162.084µs
2705,113.125µs
2706,92.084µs
2707,46.666µs
2708,214.5µs
2709,79.667µs
2710,37.667µs
2711,36.667µs
2712,40.917µs
2713,191.417µs
2714,99.459µs
2715,185.041µs
2716,153µs
2717,121.292µs
2718,117.375µs
2719,93.875µs
2720,25.834µs
2721,22µs
2722,22.083µs
2723,75.167µs
2724,4.834µs
2725,44.042µs
2726,10.459µs
2727,32.25µs
2728,1.583µs
2729,37.084µs
2730,20.834µs
2731,19.875µs
2732,20.583µs
2733,16.334µs
2734,17.333µs
2735,104.75µs
2736,109.084µs
2737,230.334µs
2738,9.25µs
2739,120.959µs
2740,12.792µs
2741,104.958µs
2742,8.625µs
2743,40.417µs
2744,12.958µs
2745,478.875µs
2746,2.666µs
2747,73.042µs
2748,44.709µs
2749,75.833µs
2750,21.625µs
2751,20.292µs
2752,51.209µs
2753,344.334µs
2754,21.75µs
2755,40.416µs
2756,1.625µs
2757,1.375µs
2758,13.708µs
2759,7.25µs
2760,13.959µs
2761,5.833µs
2762,38.458µs
2763,14.042µs
2764,23.834µs
2765,14.583µs
2766,13.125µs
2767,23.375µs
2768,16.166µs
2769,235.125µs
2770,281.667µs
2771,71.083µs
2772,45.125µs
2773,391.042µs
2774,109.625µs
2775,100.125µs
2776,6.209µs
2777,121.75µs
2778,94.375µs
2779,36.583µs
2780,277.333µs
2781,151.667µs
2782,27.834µs
2783,13.375µs
2784,73.25µs
2785,215.792µs
2786,78.791µs
2787,16.459µs
2788,73.25µs
2789,28.458µs
2790,8.167µs
2791,46.959µs
2792,64.416µs
2793,67.25µs
2794,108.458µs
2795,207.667µs
2796,39.208µs
2797,136.167µs
2798,18.541µs
2799,43.416µs
2800,164.583µs
2801,83.167µs
2802,103.792µs
2803,187.333µs
2804,180.292µs
2805,1.333µs
2806,10.541µs
2807,16.75µs
2808,236.583µs
2809,14.667µs
2810,15.125µs
2811,197.166µs
2812,3.75µs
2813,5.458µs
2814,13.042µs
2815,57.208µs
2816,18.875µs
2817,120.375µs
2818,92.416µs
2819,163.709µs
2820,93.042µs
2821,11.125µs
2822,58.291µs
2823,85.834µs
2824,113.75µs
2825,69.167µs
2826,33µs
2827,44µs
2828,146.125µs
2829,37.042µs
2830,27.792µs
2831,134.875µs
2832,85.292µs
2833,43.5µs
2834,19.458µs
2835,64.375µs
2836,4.875µs
2837,100.209µs
2838,129.041µs
2839,139.625µs
2840,45.458µs
2841,72.667µs
2842,108.084µs
2843,9.75µs
2844,47.667µs
2845,89.75µs
2846,13.666µs
2847,69.959µs
2848,42.167µs
2849,16.75µs
2850,71.667µs
2851,78.333µs
2852,76.875µs
2853,33.583µs
2854,42.667µs
2855,13.083µs
2856,45.333µs
2857,55.333µs
2858,15.792µs
2859,39.125µs
2860,22.417µs
2861,130.916µs
2862,7.5µs
2863,6.083µs
2864,19.625µs
2865,3.25µs
2866,29.458µs
2867,14.333µs
2868,2.209µs
2869,4.167µs
2870,6.416µs
2871,1.375µs
2872,63.208µs
2873,2.166µs
2874,6µs
2875,7.042µs
2876,62.5µs
2877,426.625µs
2878,262.333µs
2879,103.292µs
2880,172.667µs
2881,114.959µs
2882,100.792µs
2883,110.375µs
2884,32.834µs
2885,4.291µs
2886,2.583µs
2887,2.084µs
2888,4.167µs
2889,4.708µs
2890,59.042µs
2891,351.042µs
2892,124.916µs
2893,387.5µs
2894,109.625µs
2895,184µs
2896,91.791µs
2897,9.75µs
2898,2.792µs
2899,4.209µs
2900,3.375µs
2901,3.667µs
2902,143.167µs
2903,51.75µs
2904,33.459µs
2905,57.5µs
2906,19.083µs
2907,1.416µs
2908,2.125µs
2909,6.708µs
2910,4.25µs
2911,50.667µs
2912,63.042µs
2913,195.083µs
2914,56.542µs
2915,58.583µs
2916,131.417µs
2917,41.583µs
2918,66.167µs
2919,157.375µs
2920,190.042µs
2921,70.041µs
2922,20.583µs
2923,12.917µs
2924,1.75µs
2925,28.125µs
2926,62.834µs
2927,300.375µs
2928,21.667µs
2929,60.875µs
2930,82.042µs
2931,104.541µs
2932,47.125µs
2933,17.834µs
2934,7.833µs
2935,72.583µs
2936,276.083µs
2937,37.541µs
2938,96.833µs
2939,84µs
2940,30.333µs
2941,93µs
2942,124.375µs
2943,3.625µs
2944,217.25µs
2945,63.083µs
2946,77.625µs
2947,164.875µs
2948,2.208µs
2949,113.625µs
2950,167.416µs
2951,149.25µs
2952,74.833µs
2953,127.834µs
2954,268.333µs
2955,186.042µs
2956,305.375µs
2957,160.375µs
2958,159.833µs
2959,144.25µs
2960,2.209µs
2961,203.5µs
2962,218µs
2963,80.375µs
2964,122.917µs
2965,201.625µs
2966,126.125µs
2967,155.083µs
2968,141.541µs
2969,133.75µs
2970,137.958µs
2971,143.667µs
2972,115.5µs
2973,156.5µs
2974,228.833µs
2975,206.458µs
2976,32.834µs
2977,2.083µs
2978,90.5µs
2979,237.333µs
2980,232.583µs
2981,89.625µs
2982,75.542µs
2983,101.292µs
2984,110.083µs
2985,176.292µs
2986,52.167µs
2987,128.875µs
2988,110.209µs
2989,71.875µs
2990,240.5µs
2991,92.459µs
2992,267.208µs
2993,131.834µs
2994,142.666µs
2995,310.583µs
2996,121.834µs
2997,60.709µs
2998,16.792µs
2999,3µs
3000,190.417µs
3001,281.875µs
3002,407.375µs
3003,75.959µs
3004,168.792µs
3005,125.959µs
3006,276.875µs
3007,119.875µs
3008,304.208µs
3009,132.708µs
3010,352.083µs
3011,176.459µs
3012,22.542µs
3013,212.5µs
3014,2.166µs
3015,116.25µs
3016,103.417µs
3017,383.75µs
3018,58.75µs
3019,79.125µs
3020,105.5µs
3021,72.417µs
3022,40.083µs
3023,5.167µs
3024,112.834µs
3025,207.416µs
3026,20.208µs
3027,68.709µs
3028,49.875µs
3029,226.791µs
3030,103.583µs
3031,31.125µs
3032,48.083µs
3033,49.209µs
3034,102.708µs
3035,88µs
3036,102.584µs
3037,57.917µs
3038,37µs
3039,23.083µs
3040,63.459µs
3041,42.167µs
3042,31.75µs
3043,2.25µs
3044,14.708µs
3045,3.333µs
3046,167.625µs
3047,192.958µs
3048,282.584µs
3049,174.875µs
3050,43.208µs
3051,252.459µs
3052,170.167µs
3053,123.625µs
3054,64.708µs
3055,2.959µs
3056,5.042µs
3057,51.292µs
3058,348µs
3059,157.416µs
3060,28.042µs
3061,256.5µs
3062,124.375µs
3063,90.5µs
3064,225.333µs
3065,84.958µs
3066,43.917µs
3067,2.208µs
3068,13.625µs
3069,3.958µs
3070,136.209µs
3071,25.291µs
3072,17.625µs
3073,112.334µs
3074,179.875µs
3075,348.542µs
3076,88.958µs
3077,71.75µs
3078,55.875µs
3079,5.875µs
3080,3.167µs
3081,4.583µs
3082,52.875µs
3083,31.083µs
3084,37.875µs
3085,21.625µs
3086,12.833µs
3087,134µs
3088,61.834µs
3089,131.042µs
3090,199.334µs
3091,76.334µs
3092,59.541µs
3093,92.166µs
3094,158.708µs
3095,144.291µs
3096,289.167µs
3097,246.875µs
3098,99.584µs
3099,188.083µs
3100,34.208µs
3101,208µs
3102,61.75µs
3103,32.667µs
3104,43.042µs
3105,68.666µs
3106,24.125µs
3107,63.958µs
3108,139.917µs
3109,33.042µs
3110,61.083µs
3111,34.542µs
3112,9.584µs
3113,28.208µs
3114,101.125µs
3115,196.042µs
3116,26.667µs
3117,41.833µs
3118,39.25µs
3119,2.25µs
3120,178.25µs
3121,146.792µs
3122,191.666µs
3123,49.875µs
3124,66.125µs
3125,233.708µs
3126,151µs
3127,50.042µs
3128,77.292µs
3129,261.709µs
3130,159.833µs
3131,55.833µs
3132,102.667µs
3133,53.375µs
3134,31.042µs
3135,66.583µs
3136,216µs
3137,53.958µs
3138,35.459µs
3139,33.25µs
3140,64.625µs
3141,123.125µs
3142,105.416µs
3143,83.167µs
3144,71.459µs
3145,247.917µs
3146,36.417µs
3147,61.667µs
3148,128.958µs
3149,78µs
3150,95.166µs
3151,165.333µs
3152,37.208µs
3153,2.167µs
3154,184.917µs
3155,46.25µs
3156,130.958µs
3157,55.917µs
3158,307.333µs
3159,196.292µs
3160,257.833µs
3161,304.042µs
3162,145.166µs
3163,94.833µs
3164,71.791µs
3165,132.5µs
3166,239.833µs
3167,110.541µs
3168,116.417µs
3169,88.375µs
3170,2.25µs
3171,321.042µs
3172,244.791µs
3173,292.875µs
3174,68.208µs
3175,209.584µs
3176,165.583µs
3177,62.458µs
3178,112.708µs
3179,40.334µs
3180,25.583µs
3181,7.042µs
3182,209.75µs
3183,40.75µs
3184,302.209µs
3185,83.042µs
3186,151.708µs
3187,196.209µs
3188,2.25µs
3189,249.042µs
3190,89.917µs
3191,142.542µs
3192,139.208µs
3193,103.167µs
3194,204.542µs
3195,141.875µs
3196,164.375µs
3197,204.375µs
3198,251.125µs
3199,142.75µs
3200,131.791µs
3201,242.25µs
3202,291.541µs
3203,127.959µs
3204,424.917µs
3205,145.625µs
3206,23.708µs
3207,2.125µs
3208,107.25µs
3209,26.042µs
3210,86.042µs
3211,215.583µs
3212,95.5µs
3213,52.875µs
3214,55.959µs
3215,80.208µs
3216,241.292µs
3217,194.208µs
3218,294.667µs
3219,150.667µs
3220,83.125µs
3221,87µs
3222,60.875µs
3223,138.709µs
3224,128.209µs
3225,80.334µs
3226,106.083µs
3227,2.25µs
3228,34.042µs
3229,48.667µs
3230,80.625µs
3231,125.541µs
3232,166.292µs
3233,186.583µs
3234,78.875µs
3235,113.708µs
3236,68.375µs
3237,56.542µs
3238,95.75µs
3239,47.75µs
3240,34.708µs
3241,154.583µs
