Document Count,Term List Size
236500,7576356
237000,7576356
237500,7576356
238000,7576356
238500,7576356
239000,7576356
239500,7576356
240000,7576356
240500,7576356
241000,7576356
241500,7576356
242000,7576356
242500,7576356
243000,7576356
243500,7576356
244000,7576356
244500,7576356
245000,7576356
245500,7576356
246000,7576356
246500,7576356
247000,7576356
247500,7576356
248000,7576356
248500,7576356
249000,7576356
249500,7576356
250000,7576356
250500,7576356
251000,7576356
251500,7576356
252000,7576356
252500,7576356
253000,7576356
253500,7576356
254000,7576356
254500,7576356
255000,7576356
255500,7576356
256000,7576356
256500,7576356
257000,7576356
257500,7576356
258000,7576356
258500,7576356
259000,7576356
259500,7576356
260000,7576356
260500,7576356
261000,7576356
261500,7576356
262000,7576356
262500,7576356
263000,7576356
263500,7576356
264000,7576356
264500,7576356
265000,7576356
265500,7576356
266000,7576356
266500,7576356
267000,7576356
267500,7576356
268000,7576356
268500,7576356
269000,7576356
269500,7576356
270000,7576356
270500,7576356
271000,7576356
271500,7576356
272000,7576356
272500,7576356
273000,7576356
273500,7576356
274000,7576356
274500,7576356
275000,7576356
275500,7576356
276000,7576356
276500,7576356
277000,7576356
277500,7576356
278000,7576356
278500,7576356
279000,7576356
279500,7576356
280000,7576356
280500,7576356
281000,7576356
281500,7576356
282000,7576356
282500,7576356
283000,7576356
283500,7576356
284000,7576356
284500,7576356
285000,7576356
285500,7576356
286000,7576356
286500,7576356
287000,7576356
287500,7576356
288000,7576356
288500,7576356
289000,7576356
289500,7576356
290000,7576356
290500,7576356
291000,7576356
291500,7576356
292000,7576356
292500,7576356
293000,7576356
293500,7576356
294000,7576356
294500,7576356
295000,7576356
295500,7576356
296000,7576356
296500,7576356
297000,7576356
297500,7576356
298000,7576356
298500,7576356
299000,7576356
299500,7576356
300000,7576356
300500,7576356
301000,7576356
301500,7576356
302000,7576356
302500,7576356
303000,7576356
303500,7576356
304000,7576356
304500,7576356
305000,7576356
305500,7576356
306000,7576356
306500,7576356
307000,7576356
307500,7576356
308000,7576356
308500,7576356
309000,7576356
309500,7576356
310000,7576356
310500,7576356
311000,7576356
311500,7576356
312000,7576356
312500,7576356
313000,7576356
313500,7576356
314000,7576356
314500,7576356
315000,7576356
315500,7576356
316000,7576356
316500,7576356
317000,7576356
317500,7576356
318000,7576356
318500,7576356
319000,7576356
319500,7576356
320000,7576356
320500,7576356
321000,7576356
321500,7576356
322000,7576356
322500,7576356
323000,7576356
323500,7576356
324000,7576356
324500,7576356
325000,7576356
325500,7576356
326000,7576356
326500,7576356
327000,7576356
327500,7576356
328000,7576356
328500,7576356
329000,7576356
329500,7576356
330000,7576356
330500,7576356
331000,7576356
331500,7576356
332000,7576356
332500,7576356
333000,7576356
333500,7576356
334000,7576356
334500,7576356
335000,7576356
335500,7576356
336000,7576356
336500,7576356
337000,7576356
337500,7576356
338000,7576356
338500,7576356
339000,7576356
339500,7576356
340000,7576356
340500,7576356
341000,7576356
341500,7576356
342000,7576356
342500,7576356
343000,7576356
343500,7576356
344000,7576356
344500,7576356
345000,7576356
345500,7576356
346000,7576356
346500,7576356
347000,7576356
347500,7576356
348000,7576356
348500,7576356
349000,7576356
349500,7576356
350000,7576356
350500,7576356
351000,7576356
351500,7576356
352000,7576356
352500,7576356
353000,7576356
353500,7576356
354000,7576356
354500,7576356
355000,7576356
355500,7576356
356000,7576356
356500,7576356
357000,7576356
357500,7576356
358000,7576356
358500,7576356
359000,7576356
359500,7576356
360000,7576356
360500,7576356
361000,7576356
361500,7576356
362000,7576356
362500,7576356
363000,7576356
363500,7576356
364000,7576356
364500,7576356
365000,7576356
365500,7576356
366000,7576356
366500,7576356
367000,7576356
367500,7576356
368000,7576356
368500,7576356
369000,7576356
369500,7576356
370000,7576356
370500,7576356
371000,7576356
371500,7576356
372000,7576356
372500,7576356
373000,7576356
373500,7576356
374000,7576356
374500,7576356
375000,7576356
375500,7576356
376000,7576356
376500,7576356
377000,7576356
377500,7576356
378000,7576356
378500,7576356
379000,7576356
379500,7576356
380000,7576356
380500,7576356
381000,7576356
381500,7576356
382000,7576356
382500,7576356
383000,7576356
383500,7576356
384000,7576356
384500,7576356
385000,7576356
385500,7576356
386000,7576356
386500,7576356
387000,7576356
387500,7576356
388000,7576356
388500,7576356
389000,7576356
389500,7576356
390000,7576356
390500,7576356
391000,7576356
391500,7576356
392000,7576356
392500,7576356
393000,7576356
393500,7576356
394000,7576356
394500,7576356
395000,7576356
395500,7576356
396000,7576356
396500,7576356
397000,7576356
397500,7576356
398000,7576356
398500,7576356
399000,7576356
399500,7576356
400000,7576356
400500,7576356
401000,7576356
401500,7576356
402000,7576356
402500,7576356
403000,7576356
403500,7576356
404000,7576356
404500,7576356
405000,7576356
405500,7576356
406000,7576356
406500,7576356
407000,7576356
407500,7576356
408000,7576356
408500,7576356
409000,7576356
409500,7576356
410000,7576356
410500,7576356
411000,7576356
411500,7576356
412000,7576356
412500,7576356
413000,7576356
413500,7576356
414000,7576356
414500,7576356
415000,7576356
415500,7576356
416000,7576356
416500,7576356
417000,7576356
417500,7576356
418000,7576356
418500,7576356
419000,7576356
419500,7576356
420000,7576356
420500,7576356
421000,7576356
421500,7576356
422000,7576356
422500,7576356
423000,7576356
423500,7576356
424000,7576356
424500,7576356
425000,7576356
425500,7576356
426000,7576356
426500,7576356
427000,7576356
427500,7576356
428000,7576356
428500,7576356
429000,7576356
429500,7576356
430000,7576356
430500,7576356
431000,7576356
431500,7576356
432000,7576356
432500,7576356
433000,7576356
433500,7576356
434000,7576356
434500,7576356
435000,7576356
435500,7576356
436000,7576356
436500,7576356
437000,7576356
437500,7576356
438000,7576356
438500,7576356
439000,7576356
439500,7576356
440000,7576356
440500,7576356
441000,7576356
441500,7576356
442000,7576356
442500,7576356
443000,7576356
443500,7576356
444000,7576356
444500,7576356
445000,7576356
445500,7576356
446000,7576356
446500,7576356
447000,7576356
447500,7576356
448000,7576356
448500,7576356
449000,7576356
449500,7576356
450000,7576356
450500,7576356
451000,7576356
451500,7576356
452000,7576356
452500,7576356
453000,7576356
453500,7576356
454000,7576356
454500,7576356
455000,7576356
455500,7576356
456000,7576356
456500,7576356
457000,7576356
457500,7576356
458000,7576356
458500,7576356
459000,7576356
459500,7576356
460000,7576356
460500,7576356
461000,7576356
461500,7576356
462000,7576356
462500,7576356
463000,7576356
463500,7576356
464000,7576356
464500,7576356
465000,7576356
465500,7576356
466000,7576356
466500,7576356
467000,7576356
467500,7576356
468000,7576356
468500,7576356
469000,7576356
469500,7576356
470000,7576356
470500,7576356
471000,7576356
471500,7576356
472000,7576356
472500,7576356
473000,7576356
473500,7576356
474000,7576356
474500,7576356
475000,7576356
475500,7576356
476000,7576356
476500,7576356
477000,7576356
477500,7576356
478000,7576356
478500,7576356
479000,7576356
479500,7576356
480000,7576356
480500,7576356
481000,7576356
481500,7576356
482000,7576356
482500,7576356
483000,7576356
483500,7576356
484000,7576356
484500,7576356
485000,7576356
485500,7576356
486000,7576356
486500,7576356
487000,7576356
487500,7576356
488000,7576356
488500,7576356
489000,7576356
489500,7576356
490000,7576356
490500,7576356
491000,7576356
491500,7576356
492000,7576356
492500,7576356
493000,7576356
493500,7576356
494000,7576356
494500,7576356
495000,7576356
495500,7576356
496000,7576356
496500,7576356
497000,7576356
497500,7576356
498000,7576356
498500,7576356
499000,7576356
499500,7576356
500000,7576356
500500,7576356
501000,7576356
501500,7576356
502000,7576356
502500,7576356
503000,7576356
503500,7576356
504000,7576356
504500,7576356
505000,7576356
505500,7576356
506000,7576356
506500,7576356
507000,7576356
507500,7576356
508000,7576356
508500,7576356
509000,7576356
509500,7576356
510000,7576356
510500,7576356
511000,7576356
511500,7576356
